"id","mechanic"
257435,"Auction/Bidding"
257435,"Auction: Sealed Bid"
257435,"Commodity Speculation"
257435,"Hand Management"
257435,"Market"
257435,"Simultaneous Action Selection"
257435,"Turn Order: Stat-Based"
257435,"Victory Points as a Resource"
30958,"Simulation"
30958,"Simultaneous Action Selection"
31853,"Hexagon Grid"
31853,"Square Grid"
245994,"Deck Bag and Pool Building"
245994,"Hand Management"
287198,"Dice Rolling"
287198,"Paper-and-Pencil"
287198,"Set Collection"
9300,"Variable Player Powers"
5956,"Dice Rolling"
5956,"Hexagon Grid"
5956,"Simulation"
101988,"Action Points"
101988,"Area Movement"
101988,"Point to Point Movement"
101988,"Variable Player Powers"
43171,"Storytelling"
311686,"Cooperative Game"
311686,"Memory"
311686,"Paper-and-Pencil"
311686,"Pattern Recognition"
311686,"Storytelling"
161966,"Action Queue"
161966,"Card Drafting"
161966,"Dice Rolling"
161966,"Variable Phase Order"
161966,"Variable Player Powers"
93522,"Hand Management"
93522,"Pattern Recognition"
209450,"Set Collection"
203885,"Network and Route Building"
203885,"Tile Placement"
182090,"Memory"
182090,"Paper-and-Pencil"
182090,"Player Elimination"
29026,"Dice Rolling"
29026,"Measurement Movement"
29026,"Scenario / Mission / Campaign Game"
29026,"Simulation"
29026,"Variable Player Powers"
29026,"Variable Set-up"
158816,"Chit-Pull System"
158816,"Dice Rolling"
158816,"Hexagon Grid"
158816,"Line of Sight"
158816,"Movement Points"
158816,"Solo / Solitaire Game"
33156,"Grid Movement"
33156,"Secret Unit Deployment"
231215,"Card Drafting"
231215,"Hand Management"
231215,"Set Collection"
36554,"Memory"
8079,"Dice Rolling"
8079,"Set Collection"
8079,"Simulation"
8079,"Variable Player Powers"
153509,"Tile Placement"
240108,"Area Movement"
240108,"Grid Movement"
240108,"Tile Placement"
7831,"Dice Rolling"
7831,"Hexagon Grid"
7831,"Point to Point Movement"
7831,"Simulation"
7831,"Solo / Solitaire Game"
21572,"Tile Placement"
218465,"Pattern Recognition"
218465,"Simultaneous Action Selection"
218465,"Voting"
18401,"Hexagon Grid"
18401,"Simulation"
5522,"Pattern Building"
5522,"Set Collection"
5522,"Tile Placement"
22947,"Area Majority / Influence"
22947,"Grid Movement"
22947,"Modular Board"
22947,"Tile Placement"
151456,"Action Points"
151456,"Push Your Luck"
151456,"Variable Player Powers"
308329,"Card Drafting"
308329,"Cooperative Game"
308329,"Dice Rolling"
308329,"Die Icon Resolution"
308329,"Solo / Solitaire Game"
308329,"Worker Placement with Dice Workers"
14132,"Hand Management"
14132,"Set Collection"
14132,"Take That"
32431,"Area Movement"
32431,"Set Collection"
2668,"Simultaneous Action Selection"
213497,"Dice Rolling"
213497,"Grid Movement"
213497,"Hexagon Grid"
213497,"Simulation"
23915,"Area Movement"
23915,"Dice Rolling"
3403,"Area Majority / Influence"
3403,"Area Movement"
3403,"Variable Player Powers"
166,"Action Points"
166,"Dice Rolling"
166,"Point to Point Movement"
166,"Simulation"
166,"Variable Player Powers"
193422,"Tile Placement"
193422,"Worker Placement"
180906,"Dice Rolling"
180906,"Grid Movement"
180906,"Take That"
180906,"Variable Player Powers"
1246,"Cooperative Game"
1246,"Dice Rolling"
1246,"Hexagon Grid"
1246,"Role Playing"
1246,"Simulation"
1246,"Variable Player Powers"
6215,"Action Points"
6215,"Dice Rolling"
6215,"Hexagon Grid"
6215,"Line of Sight"
6215,"Simultaneous Action Selection"
6215,"Variable Player Powers"
173336,"Action Queue"
173336,"Card Drafting"
173336,"Set Collection"
173336,"Worker Placement"
454,"Point to Point Movement"
454,"Roll / Spin and Move"
121414,"Area Movement"
121414,"Cooperative Game"
121414,"Modular Board"
121414,"Point to Point Movement"
121414,"Time Track"
121414,"Variable Phase Order"
121414,"Variable Player Powers"
33801,"Hand Management"
39169,"Dice Rolling"
39169,"Modular Board"
39169,"Variable Player Powers"
138728,"Worker Placement"
41646,"Dice Rolling"
131530,"Memory"
131530,"Modular Board"
131530,"Roll / Spin and Move"
131530,"Set Collection"
20253,"Grid Movement"
20253,"Point to Point Movement"
62922,"Dice Rolling"
62922,"Hexagon Grid"
62922,"Simulation"
158316,"Card Drafting"
158316,"Contracts"
158316,"Dice Rolling"
158316,"Variable Player Powers"
46743,"Dice Rolling"
46743,"Modular Board"
46743,"Pattern Building"
102881,"Grid Movement"
86270,"Set Collection"
232300,"Card Drafting"
232300,"Hand Management"
232300,"Set Collection"
57803,"Action Points"
57803,"Grid Movement"
148744,"Cooperative Game"
148744,"Dice Rolling"
106174,"Hand Management"
106174,"Set Collection"
227995,"Dice Rolling"
227995,"Paper-and-Pencil"
227995,"Push Your Luck"
227995,"Simulation"
227995,"Solo / Solitaire Game"
34419,"Area Majority / Influence"
34419,"Tile Placement"
235362,"Area Movement"
235362,"Campaign / Battle Card Driven"
235362,"Dice Rolling"
17577,"Dice Rolling"
35476,"Dice Rolling"
35476,"Hexagon Grid"
258723,"Hand Management"
258723,"Rock-Paper-Scissors"
7634,"Dice Rolling"
7634,"Hexagon Grid"
7634,"Simulation"
83,"Secret Unit Deployment"
235467,"Simultaneous Action Selection"
4084,"Hexagon Grid"
4084,"Simulation"
164236,"Variable Player Powers"
238412,"Action Points"
238412,"Action Queue"
238412,"Area Movement"
238412,"Card Drafting"
238412,"Deck Bag and Pool Building"
238412,"Dice Rolling"
238412,"Hand Management"
238412,"Role Playing"
238412,"Trading"
238412,"Variable Player Powers"
307386,"Cooperative Game"
307386,"Dice Rolling"
307386,"Pattern Recognition"
307386,"Role Playing"
307386,"Solo / Solitaire Game"
307386,"Variable Player Powers"
248878,"Dice Rolling"
248878,"Flicking"
248878,"Scenario / Mission / Campaign Game"
297864,"Acting"
297864,"Point to Point Movement"
297864,"Team-Based Game"
14812,"Passed Action Token"
14812,"Simultaneous Action Selection"
181807,"Dice Rolling"
181807,"Line of Sight"
181807,"Measurement Movement"
181807,"Simulation"
181807,"Variable Player Powers"
25768,"Acting"
25768,"Card Drafting"
25768,"Role Playing"
25768,"Storytelling"
187121,"Area Movement"
187121,"Dice Rolling"
187121,"Variable Player Powers"
326908,"Pattern Recognition"
326908,"Real-Time"
326908,"Speed Matching"
185302,"Hand Management"
185302,"Set Collection"
185302,"Take That"
185302,"Trading"
217581,"Auction/Bidding"
217581,"Hand Management"
217581,"Set Collection"
153002,"Cooperative Game"
153002,"Network and Route Building"
153002,"Tile Placement"
56406,"Acting"
56406,"Team-Based Game"
141437,"Action Queue"
141437,"Hand Management"
141437,"Simultaneous Action Selection"
141437,"Variable Player Powers"
4842,"Variable Player Powers"
174231,"Commodity Speculation"
174231,"Dice Rolling"
174231,"Hand Management"
174231,"Worker Placement"
119500,"Betting and Bluffing"
119500,"Roll / Spin and Move"
6861,"Chit-Pull System"
6861,"Dice Rolling"
6861,"Grid Movement"
6861,"Hexagon Grid"
6861,"Line of Sight"
6861,"Movement Points"
6861,"Scenario / Mission / Campaign Game"
6861,"Simulation"
6861,"Zone of Control"
180,"Simultaneous Action Selection"
180,"Tile Placement"
1753,"Cooperative Game"
1753,"Memory"
281094,"Area Majority / Influence"
281094,"Dice Rolling"
281094,"Hand Management"
281094,"Modular Board"
281094,"Trading"
209672,"Card Drafting"
209672,"Hand Management"
25470,"Card Drafting"
25470,"Hand Management"
25470,"Pattern Building"
25470,"Tile Placement"
212581,"Hand Management"
212581,"Variable Player Powers"
122867,"Hand Management"
122867,"Take That"
40238,"Area Movement"
40238,"Dice Rolling"
40238,"Hand Management"
192858,"Area Majority / Influence"
192858,"Area Movement"
192858,"Chit-Pull System"
192858,"Dice Rolling"
192858,"Secret Unit Deployment"
192858,"Simulation"
192858,"Solo / Solitaire Game"
8319,"Hexagon Grid"
189925,"Auction/Bidding"
189925,"Campaign / Battle Card Driven"
189925,"Card Drafting"
128098,"Area Majority / Influence"
128098,"Dice Rolling"
128098,"Hand Management"
217424,"Hand Management"
217424,"Memory"
217424,"Secret Unit Deployment"
217424,"Take That"
148,"Rock-Paper-Scissors"
148,"Simultaneous Action Selection"
258561,"Card Drafting"
258561,"Dice Rolling"
258561,"Role Playing"
258561,"Storytelling"
258561,"Variable Player Powers"
132452,"Dice Rolling"
132452,"Pattern Building"
2518,"Roll / Spin and Move"
15267,"Card Drafting"
15267,"Paper-and-Pencil"
565,"Trick-taking"
19735,"Dice Rolling"
19735,"Modular Board"
19735,"Variable Player Powers"
177014,"Dice Rolling"
177014,"Grid Movement"
177014,"Hand Management"
177014,"Modular Board"
177014,"Take That"
177014,"Variable Player Powers"
1325,"Hand Management"
1325,"Trick-taking"
240905,"Chit-Pull System"
240905,"Dice Rolling"
240905,"Grid Movement"
240905,"Hexagon Grid"
240905,"Line of Sight"
240905,"Movement Points"
240905,"Scenario / Mission / Campaign Game"
240905,"Simulation"
240905,"Zone of Control"
1721,"Auction/Bidding"
1721,"Commodity Speculation"
1721,"Paper-and-Pencil"
1721,"Simulation"
1721,"Trading"
1721,"Voting"
23946,"Action Points"
23946,"Dice Rolling"
23946,"Pick-up and Deliver"
23946,"Point to Point Movement"
23946,"Roll / Spin and Move"
40258,"Dice Rolling"
40258,"Hexagon Grid"
40258,"Simulation"
40819,"Cooperative Game"
40819,"Enclosure"
40819,"Hand Management"
40819,"Memory"
40819,"Modular Board"
40819,"Set Collection"
40819,"Tile Placement"
182801,"Area Majority / Influence"
182801,"Card Drafting"
182801,"Dice Rolling"
182801,"Hand Management"
67034,"Dice Rolling"
67034,"Roll / Spin and Move"
3237,"Action Points"
3237,"Hexagon Grid"
123991,"Voting"
28224,"Acting"
28224,"Hand Management"
28224,"Memory"
28224,"Singing"
98197,"Area Movement"
98197,"Dice Rolling"
98197,"Hand Management"
98197,"Hexagon Grid"
98197,"Modular Board"
98197,"Pattern Building"
98197,"Tile Placement"
98197,"Variable Player Powers"
324150,"Card Drafting"
324150,"Hand Management"
324150,"Increase Value of Unchosen Resources"
324150,"Simulation"
324150,"Variable Player Powers"
2038,"Tile Placement"
13460,"Hand Management"
13460,"Rock-Paper-Scissors"
13460,"Secret Unit Deployment"
13460,"Take That"
13460,"Trading"
29199,"Dice Rolling"
29199,"Hexagon Grid"
29199,"Secret Unit Deployment"
29199,"Simulation"
317983,"Predictive Bid"
317983,"Trick-taking"
76681,"Hand Management"
249582,"Chit-Pull System"
249582,"Dice Rolling"
225062,"Pattern Recognition"
251632,"Modular Board"
251632,"Tile Placement"
251632,"Worker Placement"
244241,"Dice Rolling"
244241,"Pattern Building"
244241,"Pattern Recognition"
244241,"Tile Placement"
244241,"Worker Placement"
84173,"Action Points"
84173,"Hidden Movement"
84173,"Team-Based Game"
8173,"Hexagon Grid"
3549,"Roll / Spin and Move"
3549,"Voting"
8812,"Hexagon Grid"
8812,"Simulation"
8812,"Zone of Control"
218556,"Dice Rolling"
218556,"Hand Management"
218556,"Player Elimination"
218556,"Take That"
247394,"Action Queue"
247394,"Cooperative Game"
247394,"Dice Rolling"
247394,"Modular Board"
247394,"Simultaneous Action Selection"
247394,"Variable Player Powers"
281206,"Traitor Game"
223033,"Cooperative Game"
177927,"Set Collection"
177927,"Trading"
4442,"Pattern Recognition"
2174,"Hand Management"
2174,"Trick-taking"
310198,"Cooperative Game"
310198,"Dice Rolling"
310198,"Paper-and-Pencil"
310198,"Set Collection"
164655,"Area Majority / Influence"
164655,"Area Movement"
164655,"Chit-Pull System"
164655,"Dice Rolling"
164655,"Simulation"
164655,"Solo / Solitaire Game"
11446,"Roll / Spin and Move"
11446,"Set Collection"
11446,"Trading"
132320,"Auction/Bidding"
132320,"Player Elimination"
132320,"Roll / Spin and Move"
132320,"Set Collection"
132320,"Trading"
68943,"Area Majority / Influence"
68943,"Modular Board"
68943,"Pattern Building"
68943,"Tile Placement"
88316,"Area Majority / Influence"
88316,"Area Movement"
88316,"Hand Management"
88316,"Secret Unit Deployment"
233502,"Grid Movement"
233502,"Modular Board"
4979,"Action Points"
4979,"Chit-Pull System"
4979,"Dice Rolling"
4979,"Grid Movement"
4979,"Modular Board"
4979,"Secret Unit Deployment"
4979,"Variable Player Powers"
10579,"Dice Rolling"
10579,"Hexagon Grid"
10579,"Simulation"
130763,"Auction/Bidding"
28717,"Dice Rolling"
156458,"Action Queue"
156458,"Hand Management"
19560,"Roll / Spin and Move"
4909,"Roll / Spin and Move"
251445,"Hand Management"
251445,"Set Collection"
251445,"Solo / Solitaire Game"
251445,"Variable Player Powers"
322696,"Trick-taking"
234946,"Deck Bag and Pool Building"
234946,"Take That"
234946,"Team-Based Game"
159087,"Card Drafting"
159087,"Hand Management"
159087,"Memory"
203800,"Area Majority / Influence"
203800,"Area Movement"
203800,"Campaign / Battle Card Driven"
203800,"Dice Rolling"
203800,"Grid Movement"
203800,"Line of Sight"
203800,"Modular Board"
203800,"Movement Points"
203800,"Point to Point Movement"
203800,"Scenario / Mission / Campaign Game"
203800,"Simulation"
203800,"Variable Player Powers"
258131,"Area Movement"
258131,"Campaign / Battle Card Driven"
258131,"Card Drafting"
258131,"Dice Rolling"
258131,"Hand Management"
258131,"Simulation"
258131,"Solo / Solitaire Game"
18880,"Dice Rolling"
18880,"Modular Board"
18880,"Push Your Luck"
171950,"Acting"
171950,"Pattern Recognition"
280834,"Cooperative Game"
280834,"Hand Management"
280834,"Variable Player Powers"
330538,"Dice Rolling"
262939,"Communication Limits"
262939,"Cooperative Game"
262939,"Modular Board"
262939,"Role Playing"
262939,"Scenario / Mission / Campaign Game"
21631,"Simulation"
144223,"Cooperative Game"
144223,"Modular Board"
2226,"Betting and Bluffing"
2226,"Simultaneous Action Selection"
130393,"Pick-up and Deliver"
130393,"Push Your Luck"
297569,"Dice Rolling"
297569,"Push Your Luck"
166210,"Dice Rolling"
166210,"Hand Management"
166210,"Real-Time"
538,"Simultaneous Action Selection"
538,"Stock Holding"
294235,"Cooperative Game"
294235,"Narrative Choice / Paragraph"
294235,"Storytelling"
207764,"Hand Management"
3057,"Roll / Spin and Move"
153498,"Grid Movement"
4288,"Dice Rolling"
4288,"Events"
4288,"Grid Movement"
4288,"Hexagon Grid"
4288,"Line of Sight"
4288,"Scenario / Mission / Campaign Game"
4288,"Simulation"
183,"Area Majority / Influence"
26080,"Card Drafting"
26080,"Hand Management"
26080,"Take That"
329593,"End Game Bonuses"
329593,"Set Collection"
329593,"Solo / Solitaire Game"
329593,"Tile Placement"
329593,"Turn Order: Pass Order"
329593,"Worker Placement"
1414,"Dice Rolling"
201557,"Memory"
201557,"Storytelling"
8598,"Auction/Bidding"
8598,"Player Elimination"
8598,"Roll / Spin and Move"
8598,"Set Collection"
8598,"Trading"
284639,"Action Points"
284639,"Action Queue"
284639,"Deck Bag and Pool Building"
284639,"Dice Rolling"
284639,"Grid Movement"
284639,"Role Playing"
284639,"Variable Player Powers"
3560,"Dice Rolling"
3560,"Grid Movement"
3560,"Hexagon Grid"
3560,"Hidden Movement"
3560,"Movement Points"
3560,"Paper-and-Pencil"
3560,"Ratio / Combat Results Table"
3560,"Scenario / Mission / Campaign Game"
3560,"Simulation"
3560,"Variable Set-up"
3560,"Zone of Control"
159437,"Player Elimination"
159437,"Roll / Spin and Move"
159437,"Time Track"
159437,"Variable Player Powers"
249750,"Dice Rolling"
249750,"Hexagon Grid"
249750,"Simulation"
6405,"Dice Rolling"
6405,"Hexagon Grid"
6405,"Simulation"
322451,"Area Majority / Influence"
322451,"Area Movement"
322451,"Area-Impulse"
322451,"Dice Rolling"
322451,"Player Elimination"
322451,"Set Collection"
9049,"Action Points"
9049,"Dice Rolling"
9049,"Point to Point Movement"
9049,"Roll / Spin and Move"
30485,"Team-Based Game"
328565,"Area Majority / Influence"
328565,"Card Drafting"
328565,"Set Collection"
2742,"Action Queue"
2742,"Hexagon Grid"
2742,"Simultaneous Action Selection"
5554,"Grid Movement"
256397,"Acting"
218769,"Hand Management"
33984,"Tile Placement"
785,"Auction/Bidding"
785,"Commodity Speculation"
785,"Roll / Spin and Move"
785,"Set Collection"
785,"Worker Placement"
246746,"Deck Bag and Pool Building"
246746,"Variable Player Powers"
3576,"Dice Rolling"
3576,"Events"
3576,"Grid Movement"
3576,"Hexagon Grid"
3576,"Movement Points"
3576,"Secret Unit Deployment"
3576,"Simulation"
3576,"Solo / Solitaire Game"
3576,"Zone of Control"
3531,"Area Movement"
3531,"Simulation"
3531,"Square Grid"
3531,"Storytelling"
165521,"Cooperative Game"
165521,"Dice Rolling"
165521,"Pattern Recognition"
165521,"Storytelling"
162480,"Dice Rolling"
162480,"Modular Board"
162480,"Team-Based Game"
220284,"Area Movement"
220284,"Dice Rolling"
220284,"Grid Movement"
220284,"Hand Management"
220284,"Modular Board"
220284,"Tile Placement"
220284,"Variable Phase Order"
220284,"Variable Player Powers"
130685,"Hand Management"
130685,"Set Collection"
121995,"Pattern Recognition"
170756,"Grid Movement"
170756,"Hand Management"
170756,"Variable Player Powers"
16196,"Area Majority / Influence"
16196,"Area Movement"
258636,"Dice Rolling"
258636,"Take That"
71837,"Auction/Bidding"
244806,"Tile Placement"
9288,"Line Drawing"
9288,"Paper-and-Pencil"
26211,"Set Collection"
26211,"Simultaneous Action Selection"
26211,"Worker Placement"
264278,"Action Queue"
264278,"Dice Rolling"
264278,"Pick-up and Deliver"
264278,"Role Playing"
264278,"Take That"
15235,"Dice Rolling"
15235,"Modular Board"
15235,"Simulation"
15235,"Variable Player Powers"
147145,"Dice Rolling"
147145,"Player Elimination"
147145,"Take That"
13164,"Pattern Recognition"
255456,"Dice Rolling"
255456,"Paper-and-Pencil"
255456,"Push Your Luck"
255456,"Scenario / Mission / Campaign Game"
255456,"Simulation"
255456,"Solo / Solitaire Game"
7710,"Point to Point Movement"
239189,"Cooperative Game"
239189,"Dice Rolling"
239189,"Grid Movement"
239189,"Modular Board"
239189,"Player Elimination"
239189,"Role Playing"
239189,"Secret Unit Deployment"
239189,"Solo / Solitaire Game"
239189,"Variable Player Powers"
224212,"Team-Based Game"
224212,"Variable Player Powers"
130008,"Pick-up and Deliver"
283768,"Dice Rolling"
283768,"Paper-and-Pencil"
283768,"Player Elimination"
283768,"Variable Player Powers"
3271,"Dice Rolling"
3271,"Hexagon Grid"
3271,"Line of Sight"
3271,"Point to Point Movement"
3271,"Simulation"
3271,"Three Dimensional Movement"
6253,"Dice Rolling"
6253,"Hexagon Grid"
6253,"Simulation"
186986,"Cooperative Game"
186986,"Dice Rolling"
313718,"Auction: Dexterity"
313718,"Auction: Sealed Bid"
313718,"Set Collection"
142645,"Hand Management"
142645,"Set Collection"
142645,"Variable Player Powers"
114863,"Card Drafting"
114863,"Deck Bag and Pool Building"
114863,"Point to Point Movement"
114863,"Worker Placement"
5186,"Area Movement"
5186,"Card Drafting"
5186,"Role Playing"
200351,"Auction/Bidding"
200351,"Set Collection"
60029,"Area Majority / Influence"
60029,"Area Movement"
60029,"Chit-Pull System"
60029,"Secret Unit Deployment"
194536,"Dice Rolling"
194536,"Push Your Luck"
151684,"Role Playing"
151684,"Variable Player Powers"
933,"Set Collection"
933,"Trading"
9681,"Hand Management"
9681,"Pick-up and Deliver"
9681,"Trick-taking"
31554,"Area Movement"
31554,"Dice Rolling"
3147,"Auction/Bidding"
3147,"Roll / Spin and Move"
3147,"Set Collection"
9685,"Pattern Building"
83278,"Area Majority / Influence"
83278,"Simultaneous Action Selection"
1307,"Pattern Recognition"
152867,"Action Queue"
152867,"Area Movement"
311988,"Action/Event"
311988,"Cooperative Game"
311988,"Cube Tower"
311988,"Modular Board"
311988,"Scenario / Mission / Campaign Game"
311988,"Solo / Solitaire Game"
311988,"Worker Placement Different Worker Types"
8329,"Dice Rolling"
8329,"Events"
8329,"Interrupts"
8329,"Movement Points"
8329,"Point to Point Movement"
8329,"Ratio / Combat Results Table"
8329,"Simulation"
8329,"Solo / Solitaire Game"
3499,"Grid Movement"
120886,"Dice Rolling"
120886,"Hand Management"
171548,"Cooperative Game"
104780,"Dice Rolling"
104780,"Roll / Spin and Move"
104780,"Set Collection"
41934,"Chit-Pull System"
41934,"Dice Rolling"
41934,"Hexagon Grid"
18606,"Dice Rolling"
18606,"Hexagon Grid"
18606,"Simulation"
292907,"Take That"
262899,"Card Drafting"
262899,"Pattern Building"
262899,"Pattern Recognition"
262899,"Simultaneous Action Selection"
262899,"Storytelling"
25004,"Roll / Spin and Move"
25004,"Set Collection"
59576,"Catch the Leader"
59576,"Deck Construction"
59576,"Hand Management"
59576,"Memory"
59576,"Take That"
180977,"Deck Bag and Pool Building"
180977,"Hand Management"
180977,"Team-Based Game"
172166,"Hand Management"
172166,"Network and Route Building"
212378,"Grid Movement"
212378,"Set Collection"
8909,"Point to Point Movement"
8909,"Secret Unit Deployment"
207883,"Hand Management"
10687,"Dice Rolling"
10687,"Stacking and Balancing"
3246,"Dice Rolling"
3246,"Grid Movement"
3246,"Hexagon Grid"
3246,"Simulation"
257834,"Auction/Bidding"
257834,"Hand Management"
257834,"Set Collection"
2559,"Point to Point Movement"
233994,"Line Drawing"
46614,"Area Movement"
46614,"Pattern Building"
215065,"Area Majority / Influence"
215065,"Hand Management"
215065,"Variable Phase Order"
4519,"Dice Rolling"
189154,"Auction/Bidding"
189154,"Cooperative Game"
189154,"Hand Management"
189154,"Variable Player Powers"
66251,"Auction/Bidding"
66251,"Hand Management"
66251,"Set Collection"
5991,"Hexagon Grid"
32995,"Set Collection"
3305,"Roll / Spin and Move"
3305,"Set Collection"
233094,"Action Queue"
233094,"Hand Management"
233094,"Set Collection"
137500,"Campaign / Battle Card Driven"
137500,"Dice Rolling"
137500,"Point to Point Movement"
137500,"Secret Unit Deployment"
137500,"Variable Player Powers"
8755,"Dice Rolling"
8755,"Hexagon Grid"
8755,"Ratio / Combat Results Table"
8755,"Simulation"
8755,"Zone of Control"
131060,"Area Movement"
131060,"Card Drafting"
131060,"Point to Point Movement"
100473,"Network and Route Building"
100473,"Pick-up and Deliver"
13805,"Dice Rolling"
13805,"Modular Board"
13805,"Roll / Spin and Move"
10613,"Dice Rolling"
10613,"Roll / Spin and Move"
154642,"Tile Placement"
273336,"Set Collection"
273336,"Variable Player Powers"
162191,"Pattern Recognition"
159405,"Cooperative Game"
159405,"Deck Bag and Pool Building"
159405,"Point to Point Movement"
6873,"Dice Rolling"
6873,"Pattern Building"
320879,"Auction/Bidding"
320879,"Hexagon Grid"
320879,"Network and Route Building"
320879,"Stock Holding"
19616,"Auction/Bidding"
19616,"Player Elimination"
19616,"Roll / Spin and Move"
19616,"Set Collection"
19616,"Trading"
294047,"Action Drafting"
294047,"Auction/Bidding"
294047,"Card Drafting"
294047,"Command Cards"
294047,"Income"
294047,"Investment"
294047,"Ownership"
294047,"Turn Order: Stat-Based"
89222,"Action Points"
89222,"Area Majority / Influence"
89222,"Hand Management"
89222,"Team-Based Game"
89222,"Variable Player Powers"
6731,"Point to Point Movement"
6731,"Roll / Spin and Move"
215436,"Deck Bag and Pool Building"
215436,"Hand Management"
215436,"Secret Unit Deployment"
215436,"Variable Player Powers"
155411,"Action Points"
155411,"Dice Rolling"
155411,"Enclosure"
155411,"Grid Movement"
155411,"Hand Management"
155411,"Modular Board"
155411,"Role Playing"
24786,"Pattern Building"
24786,"Set Collection"
220276,"Card Drafting"
220276,"Hand Management"
220276,"Score-and-Reset Game"
220276,"Set Collection"
220276,"Simultaneous Action Selection"
223096,"Action Points"
223096,"Area Movement"
223096,"Cooperative Game"
223096,"Role Playing"
223096,"Variable Player Powers"
15407,"Memory"
15407,"Modular Board"
15407,"Pick-up and Deliver"
13503,"Betting and Bluffing"
13503,"Enclosure"
13503,"Modular Board"
225977,"Set Collection"
225977,"Tile Placement"
1437,"Betting and Bluffing"
1437,"Commodity Speculation"
1437,"Stock Holding"
232139,"Dice Rolling"
232139,"Grid Movement"
232139,"Hexagon Grid"
232139,"Ratio / Combat Results Table"
232139,"Simulation"
295147,"Card Drafting"
295147,"End Game Bonuses"
295147,"Selection Order Bid"
295147,"Set Collection"
225610,"Dice Rolling"
225610,"Hexagon Grid"
225610,"Simulation"
6045,"Area Movement"
6045,"Simulation"
3958,"Singing"
3958,"Team-Based Game"
153723,"Hand Management"
153723,"Player Elimination"
153723,"Take That"
239930,"Dice Rolling"
239930,"Grid Movement"
239930,"Hand Management"
239930,"Set Collection"
103883,"Modular Board"
103883,"Network and Route Building"
103883,"Pattern Recognition"
103883,"Pick-up and Deliver"
103883,"Set Collection"
8350,"Dice Rolling"
8350,"Hexagon Grid"
8350,"Simulation"
298271,"Drafting"
298271,"I Cut You Choose"
298271,"Pattern Building"
298271,"Tile Placement"
204803,"Player Elimination"
204803,"Take That"
204803,"Variable Player Powers"
155700,"Player Judge"
155700,"Simultaneous Action Selection"
205346,"Action Queue"
205346,"Area Majority / Influence"
205346,"Auction/Bidding"
205346,"Set Collection"
205346,"Worker Placement"
118330,"Dice Rolling"
17965,"Roll / Spin and Move"
337784,"Dice Rolling"
337784,"Paper-and-Pencil"
337784,"Simultaneous Action Selection"
337784,"Solo / Solitaire Game"
2758,"Auction/Bidding"
2758,"Trick-taking"
238360,"Hand Management"
238360,"Set Collection"
469,"Pick-up and Deliver"
8331,"Hexagon Grid"
293556,"Card Drafting"
293556,"Hand Management"
293556,"Pattern Building"
293556,"Set Collection"
293556,"Square Grid"
293556,"Tile Placement"
165046,"Area Majority / Influence"
165046,"Auction/Bidding"
165046,"Hand Management"
165046,"Set Collection"
5591,"Dice Rolling"
5591,"Paper-and-Pencil"
5591,"Point to Point Movement"
5591,"Roll / Spin and Move"
308970,"Area Movement"
308970,"Cooperative Game"
308970,"Dice Rolling"
308970,"Roll / Spin and Move"
308970,"Variable Player Powers"
5183,"Hexagon Grid"
119639,"Hand Management"
119639,"Set Collection"
194820,"Area Majority / Influence"
194820,"Dice Rolling"
194820,"Point to Point Movement"
116978,"Area Movement"
116978,"Dice Rolling"
23827,"Betting and Bluffing"
23827,"Dice Rolling"
220861,"Commodity Speculation"
220861,"Hand Management"
33785,"Hexagon Grid"
177513,"Hand Management"
177513,"Pattern Building"
177513,"Simultaneous Action Selection"
18085,"Card Drafting"
4359,"Dice Rolling"
4359,"Hexagon Grid"
4359,"Simulation"
3696,"Team-Based Game"
177823,"Dice Rolling"
177823,"Grid Movement"
12608,"Grid Movement"
12608,"Pattern Movement"
12608,"Square Grid"
12608,"Static Capture"
189504,"Hand Management"
189504,"Player Elimination"
38764,"Grid Movement"
102275,"Card Drafting"
102275,"Push Your Luck"
102275,"Solo / Solitaire Game"
306637,"Action Points"
306637,"Campaign / Battle Card Driven"
306637,"Cooperative Game"
314026,"Cooperative Game"
314026,"Deduction"
314026,"Real-Time"
314026,"Solo / Solitaire Game"
9090,"Hand Management"
9090,"Pattern Recognition"
26114,"Push Your Luck"
93138,"Simultaneous Action Selection"
108554,"Hand Management"
208670,"Action Points"
208670,"Area Movement"
208670,"Dice Rolling"
208670,"Hand Management"
208670,"Hexagon Grid"
208670,"Modular Board"
208670,"Tile Placement"
208670,"Variable Player Powers"
317643,"Bribery"
317643,"Hand Management"
317643,"Negotiation"
25013,"Commodity Speculation"
23025,"Dice Rolling"
144310,"Hand Management"
144310,"Set Collection"
66665,"Area Movement"
66665,"Pick-up and Deliver"
162614,"Hand Management"
162614,"Set Collection"
162614,"Trading"
248567,"Auction/Bidding"
248567,"Commodity Speculation"
248567,"Trading"
4270,"Area Movement"
4270,"Dice Rolling"
4270,"Hidden Movement"
4270,"Paper-and-Pencil"
4270,"Simultaneous Action Selection"
330665,"Automatic Resource Growth"
330665,"Income"
330665,"Market"
330665,"Modular Board"
231644,"Dice Rolling"
231644,"Push Your Luck"
234511,"Memory"
234511,"Set Collection"
68199,"Area Majority / Influence"
68199,"Hexagon Grid"
68199,"Tile Placement"
24230,"Action Points"
24230,"Modular Board"
327971,"End Game Bonuses"
327971,"Income"
327971,"Solo / Solitaire Game"
327971,"Tile Placement"
