"id","mechanic"
242,"Trading"
242,"Variable Player Powers"
242,"Voting"
103886,"Hand Management"
103886,"Variable Player Powers"
296151,"Area Majority / Influence"
296151,"Deck Bag and Pool Building"
296151,"End Game Bonuses"
296151,"Hand Management"
296151,"Modular Board"
296151,"Rondel"
296151,"Set Collection"
296151,"Solo / Solitaire Game"
296151,"Variable Player Powers"
167400,"Dice Rolling"
167400,"Hand Management"
167400,"Variable Player Powers"
233312,"Cooperative Game"
233312,"Dice Rolling"
233312,"Role Playing"
233312,"Storytelling"
233312,"Variable Player Powers"
203427,"Set Collection"
203427,"Worker Placement"
815,"Hand Management"
815,"Modular Board"
815,"Push Your Luck"
815,"Solo / Solitaire Game"
13642,"Area Majority / Influence"
13642,"Hand Management"
13642,"Modular Board"
13642,"Set Collection"
246900,"Alliances"
246900,"Area Majority / Influence"
246900,"Area Movement"
246900,"Area-Impulse"
246900,"Critical Hits and Failures"
246900,"Dice Rolling"
246900,"Grid Movement"
246900,"Income"
246900,"Kill Steal"
246900,"Modular Board"
246900,"Passed Action Token"
246900,"Player Elimination"
246900,"Tile Placement"
246900,"Variable Player Powers"
712,"Dice Rolling"
712,"Grid Movement"
712,"Variable Player Powers"
1,"Alliances"
1,"Area Majority / Influence"
1,"Auction/Bidding"
1,"Dice Rolling"
1,"Hand Management"
1,"Simultaneous Action Selection"
181530,"Action Points"
181530,"Area Movement"
181530,"Deck Bag and Pool Building"
181530,"Dice Rolling"
181530,"Die Icon Resolution"
181530,"Hexagon Grid"
181530,"Roll / Spin and Move"
181530,"Stat Check Resolution"
181530,"Variable Player Powers"
181530,"Variable Set-up"
40765,"Action Points"
40765,"Area Majority / Influence"
40765,"Dice Rolling"
40765,"Grid Movement"
40765,"Hand Management"
40765,"Hexagon Grid"
40765,"Modular Board"
40765,"Tech Trees / Tech Tracks"
40765,"Trading"
253284,"Card Drafting"
253284,"Hand Management"
253284,"Network and Route Building"
253284,"Set Collection"
270673,"Bingo"
270673,"Contracts"
270673,"End Game Bonuses"
270673,"Grid Coverage"
270673,"Paper-and-Pencil"
270673,"Set Collection"
16395,"Enclosure"
16395,"Grid Coverage"
16395,"Hand Management"
16395,"Square Grid"
16395,"Tile Placement"
236191,"Action Queue"
236191,"Card Drafting"
236191,"Hand Management"
236191,"Loans"
234190,"Hand Management"
234190,"Set Collection"
234190,"Take That"
2955,"Action Points"
2955,"Area Majority / Influence"
2955,"Enclosure"
2955,"Grid Movement"
2955,"Square Grid"
2955,"Tile Placement"
1353,"Acting"
1353,"Communication Limits"
1353,"Memory"
1353,"Team-Based Game"
65532,"Action Points"
65532,"Cooperative Game"
65532,"Dice Rolling"
65532,"Hand Management"
65532,"Point to Point Movement"
65532,"Variable Player Powers"
157526,"Auction: Sealed Bid"
157526,"Card Drafting"
157526,"Hand Management"
157526,"Memory"
157526,"Set Collection"
157526,"Tile Placement"
41916,"Dice Rolling"
41916,"Grid Movement"
41916,"Memory"
41916,"Network and Route Building"
41916,"Roll / Spin and Move"
150145,"Predictive Bid"
150145,"Trick-taking"
181810,"Layering"
181810,"Set Collection"
181810,"Tile Placement"
224783,"Area Majority / Influence"
224783,"Dice Rolling"
224783,"Hexagon Grid"
224783,"Map Addition"
224783,"Modular Board"
224783,"Variable Phase Order"
714,"Dice Rolling"
714,"Role Playing"
714,"Roll / Spin and Move"
714,"Variable Player Powers"
58421,"Bias"
58421,"Card Drafting"
58421,"Worker Placement"
168584,"Hand Management"
168584,"Player Elimination"
266083,"Hand Management"
266083,"Matching"
126792,"Grid Coverage"
126792,"Grid Movement"
126792,"Hexagon Grid"
126792,"Network and Route Building"
126792,"Worker Placement"
163166,"Hidden Roles"
163166,"Role Playing"
163166,"Traitor Game"
163166,"Variable Player Powers"
163166,"Voting"
1382,"Betting and Bluffing"
1382,"Roll / Spin and Move"
199,"Area Majority / Influence"
199,"Hand Management"
157809,"Dice Rolling"
157809,"Events"
157809,"Push Your Luck"
157809,"Re-rolling and Locking"
157809,"Turn Order: Stat-Based"
157809,"Variable Set-up"
904,"Auction/Bidding"
904,"Closed Economy Auction"
904,"Set Collection"
102104,"Hand Management"
102104,"Set Collection"
176734,"Dice Rolling"
176734,"Die Icon Resolution"
176734,"End Game Bonuses"
176734,"Events"
176734,"Variable Player Powers"
176734,"Worker Placement"
176734,"Worker Placement Different Worker Types"
154246,"Action Queue"
154246,"Enclosure"
154246,"Hand Management"
154246,"Modular Board"
154246,"Set Collection"
154246,"Simultaneous Action Selection"
206941,"Card Drafting"
206941,"Set Collection"
206941,"Variable Set-up"
241724,"Card Drafting"
241724,"Set Collection"
241724,"Solo / Solitaire Game"
554,"Area Majority / Influence"
554,"Card Drafting"
554,"Commodity Speculation"
554,"Modular Board"
554,"Tile Placement"
244711,"Card Drafting"
244711,"Deck Bag and Pool Building"
244711,"Drafting"
244711,"End Game Bonuses"
244711,"Hand Management"
244711,"Income"
244711,"Point to Point Movement"
244711,"Solo / Solitaire Game"
244711,"Tech Trees / Tech Tracks"
244711,"Tile Placement"
244711,"Turn Order: Progressive"
244711,"Variable Set-up"
1897,"Hexagon Grid"
1897,"Trading"
157403,"Area Movement"
157403,"Grid Movement"
157403,"Hand Management"
157403,"Pick-up and Deliver"
157403,"Take That"
157403,"Variable Player Powers"
4143,"Deduction"
270844,"Hand Management"
270844,"Take That"
270844,"Variable Player Powers"
270844,"Worker Placement"
181521,"Action Retrieval"
181521,"Cooperative Game"
181521,"Dice Rolling"
181521,"Role Playing"
181521,"Solo / Solitaire Game"
181521,"Variable Player Powers"
25071,"Dice Rolling"
25071,"Trading"
25071,"Variable Player Powers"
10640,"Dice Rolling"
10640,"Modular Board"
10640,"Square Grid"
10640,"Team-Based Game"
10640,"Variable Player Powers"
152162,"Hand Management"
152162,"Trick-taking"
233247,"Area Majority / Influence"
233247,"Modular Board"
233247,"Variable Player Powers"
265188,"Commodity Speculation"
265188,"Dice Rolling"
265188,"Grid Movement"
265188,"Market"
265188,"Set Collection"
265188,"Tile Placement"
265188,"Time Track"
120,"Rock-Paper-Scissors"
120,"Set Collection"
120,"Simultaneous Action Selection"
113997,"Communication Limits"
113997,"Cooperative Game"
113997,"Hand Management"
12962,"Area Majority / Influence"
12962,"Card Drafting"
12962,"Commodity Speculation"
12962,"Hand Management"
12962,"Tile Placement"
8989,"Action Points"
8989,"Area Majority / Influence"
8989,"Pick-up and Deliver"
8989,"Set Collection"
8989,"Track Movement"
145659,"Auction/Bidding"
145659,"Grid Movement"
145659,"Once-Per-Game Abilities"
145659,"Set Collection"
145659,"Turn Order: Auction"
221,"Area Majority / Influence"
221,"Area Movement"
221,"Auction/Bidding"
221,"Dice Rolling"
221,"Multiple-Lot Auction"
221,"Simultaneous Action Selection"
36345,"Hand Management"
36345,"Set Collection"
36345,"Singing"
251678,"Bingo"
251678,"Connections"
251678,"Dice Rolling"
251678,"Line Drawing"
251678,"Network and Route Building"
251678,"Paper-and-Pencil"
144592,"Area Majority / Influence"
144592,"Auction/Bidding"
144592,"Card Drafting"
144592,"Modular Board"
144592,"Worker Placement"
421,"Auction/Bidding"
421,"Investment"
421,"Market"
421,"Network and Route Building"
421,"Ownership"
421,"Stock Holding"
421,"Tile Placement"
421,"Victory Points as a Resource"
296912,"Deck Bag and Pool Building"
296912,"Follow"
296912,"Hand Management"
175640,"Area Majority / Influence"
175640,"Variable Phase Order"
175640,"Worker Placement"
28,"Card Drafting"
28,"Dice Rolling"
28,"Network and Route Building"
28,"Tile Placement"
28,"Variable Player Powers"
8125,"Area Majority / Influence"
8125,"Auction/Bidding"
8125,"Bribery"
8125,"Commodity Speculation"
8125,"Tile Placement"
188866,"Card Drafting"
188866,"Deduction"
188866,"Hand Management"
188866,"Trading"
156858,"Action Points"
156858,"Cooperative Game"
156858,"Dice Rolling"
156858,"Die Icon Resolution"
156858,"Hand Management"
156858,"Pick-up and Deliver"
156858,"Point to Point Movement"
156858,"Push Your Luck"
156858,"Set Collection"
156858,"Solo / Solitaire Game"
156858,"Tech Trees / Tech Tracks"
156858,"Variable Player Powers"
4636,"Area Majority / Influence"
4636,"Area Movement"
4636,"Enclosure"
4636,"Hidden Roles"
9440,"Area Majority / Influence"
9440,"Network and Route Building"
9440,"Point to Point Movement"
9440,"Simultaneous Action Selection"
9440,"Variable Player Powers"
266507,"Card Drafting"
266507,"Deck Bag and Pool Building"
266507,"End Game Bonuses"
266507,"Events"
266507,"Legacy Game"
266507,"Map Addition"
266507,"Movement Points"
266507,"Narrative Choice / Paragraph"
266507,"Once-Per-Game Abilities"
266507,"Pick-up and Deliver"
266507,"Player Elimination"
266507,"Point to Point Movement"
266507,"Push Your Luck"
266507,"Scenario / Mission / Campaign Game"
266507,"Set Collection"
266507,"Variable Player Powers"
266507,"Variable Set-up"
212402,"Rock-Paper-Scissors"
212402,"Set Collection"
212402,"Simultaneous Action Selection"
212402,"Take That"
233020,"Action Points"
233020,"Action Queue"
233020,"Area Movement"
233020,"Pick-up and Deliver"
233020,"Push Your Luck"
233020,"Set Collection"
233020,"Take That"
234277,"Worker Placement"
139976,"Action Points"
139976,"Area Majority / Influence"
139976,"Area Movement"
139976,"Dice Rolling"
139976,"Variable Player Powers"
27364,"Hand Management"
27364,"Worker Placement"
66505,"Auction/Bidding"
66505,"Auction: Dutch Priority"
66505,"Set Collection"
28259,"Hand Management"
28259,"Kill Steal"
28259,"Player Elimination"
28259,"Semi-Cooperative Game"
28259,"Simultaneous Action Selection"
28259,"Take That"
205359,"Dice Rolling"
205359,"Hand Management"
205359,"Variable Player Powers"
163745,"Action Queue"
163745,"Critical Hits and Failures"
163745,"Dice Rolling"
163745,"Movement Template"
163745,"Simulation"
163745,"Variable Player Powers"
317985,"Action Drafting"
317985,"Area Majority / Influence"
317985,"Events"
317985,"Point to Point Movement"
317985,"Tech Trees / Tech Tracks"
317985,"Worker Placement"
155969,"Market"
155969,"Ownership"
155969,"Set Collection"
155969,"Variable Player Powers"
155969,"Variable Set-up"
155969,"Worker Placement"
234,"Area Majority / Influence"
234,"Campaign / Battle Card Driven"
234,"Dice Rolling"
234,"Events"
234,"Point to Point Movement"
234,"Simulation"
42776,"Area Movement"
42776,"Campaign / Battle Card Driven"
42776,"Cooperative Game"
42776,"Dice Rolling"
42776,"Hand Management"
42776,"Modular Board"
42776,"Solo / Solitaire Game"
42776,"Variable Player Powers"
121297,"Auction/Bidding"
121297,"Auction: Once Around"
121297,"Hand Management"
121297,"Victory Points as a Resource"
25021,"Action Points"
25021,"Card Play Conflict Resolution"
25021,"Force Commitment"
25021,"Hand Management"
25021,"Point to Point Movement"
25021,"Secret Unit Deployment"
25021,"Turn Order: Auction"
25021,"Variable Set-up"
193621,"Hand Management"
193621,"Player Judge"
193621,"Simultaneous Action Selection"
196326,"Hand Management"
196326,"Player Elimination"
32125,"Auction/Bidding"
32125,"Betting and Bluffing"
32125,"Secret Unit Deployment"
149155,"Push Your Luck"
149155,"Set Collection"
149155,"Take That"
149155,"Variable Player Powers"
179572,"Dice Rolling"
179572,"Solo / Solitaire Game"
179572,"Take That"
33154,"Hand Management"
33154,"Pattern Building"
33154,"Set Collection"
33154,"Tile Placement"
4095,"Card Drafting"
4095,"Dice Rolling"
4095,"Take That"
4095,"Trading"
4095,"Variable Player Powers"
2136,"Dice Rolling"
2136,"Race"
2136,"Roll / Spin and Move"
2136,"Static Capture"
2136,"Team-Based Game"
104710,"Deck Construction"
104710,"Dice Rolling"
104710,"Grid Movement"
104710,"Hand Management"
104710,"Interrupts"
104710,"Line of Sight"
104710,"Map Deformation"
104710,"Modular Board"
104710,"Pick-up and Deliver"
104710,"Player Elimination"
104710,"Take That"
104710,"Variable Set-up"
306735,"Dice Rolling"
306735,"Modular Board"
306735,"Once-Per-Game Abilities"
306735,"Re-rolling and Locking"
306735,"Scenario / Mission / Campaign Game"
306735,"Solo / Solitaire Game"
306735,"Square Grid"
306735,"Sudden Death Ending"
306735,"Variable Set-up"
306735,"Worker Placement"
306735,"Worker Placement with Dice Workers"
283355,"Alliances"
283355,"Area Majority / Influence"
283355,"Area Movement"
283355,"Auction/Bidding"
283355,"Bribery"
283355,"Force Commitment"
283355,"Map Deformation"
283355,"Predictive Bid"
283355,"Take That"
283355,"Variable Player Powers"
269144,"Card Drafting"
269144,"End Game Bonuses"
269144,"Memory"
269144,"Set Collection"
269144,"Simultaneous Action Selection"
142326,"Area Majority / Influence"
142326,"Area Movement"
142326,"Auction: Dutch"
142326,"Card Drafting"
142326,"Modular Board"
142326,"Set Collection"
142326,"Variable Player Powers"
43528,"Hand Management"
43528,"Random Production"
134253,"Card Drafting"
134253,"Dice Rolling"
134253,"Hand Management"
134253,"Solo / Solitaire Game"
119,"Tile Placement"
258036,"Card Drafting"
258036,"Highest-Lowest Scoring"
258036,"Set Collection"
258036,"Simultaneous Action Selection"
258036,"Team-Based Game"
258036,"Tile Placement"
140603,"Dice Rolling"
140603,"Push Your Luck"
140603,"Secret Unit Deployment"
140603,"Set Collection"
140603,"Time Track"
140603,"Worker Placement"
119432,"Card Drafting"
119432,"Events"
119432,"Hand Management"
119432,"Turn Order: Claim Action"
119432,"Worker Placement"
43868,"Action Points"
43868,"Bias"
43868,"Dice Rolling"
43868,"Grid Movement"
43868,"Memory"
43868,"Push Your Luck"
43868,"Variable Player Powers"
204305,"Cooperative Game"
204305,"Solo / Solitaire Game"
204305,"Storytelling"
70512,"Area Majority / Influence"
70512,"Modular Board"
70512,"Point to Point Movement"
70512,"Solo / Solitaire Game"
70512,"Tile Placement"
70512,"Worker Placement"
193214,"Card Drafting"
193214,"Pattern Building"
193214,"Push Your Luck"
193214,"Stacking and Balancing"
91,"Campaign / Battle Card Driven"
91,"Dice Rolling"
91,"Point to Point Movement"
283948,"Contracts"
283948,"Dice Rolling"
283948,"Point to Point Movement"
283948,"Resource to Move"
283948,"Variable Player Powers"
283948,"Worker Placement"
283948,"Worker Placement with Dice Workers"
9203,"Action Queue"
9203,"Movement Template"
9203,"Player Elimination"
9203,"Programmed Movement"
9203,"Scenario / Mission / Campaign Game"
9203,"Simulation"
9203,"Simultaneous Action Selection"
9203,"Team-Based Game"
9203,"Three Dimensional Movement"
116998,"Card Drafting"
116998,"Deck Bag and Pool Building"
116998,"Hand Management"
242639,"Deduction"
242639,"Hand Management"
242639,"Line Drawing"
242639,"Measurement Movement"
242639,"Secret Unit Deployment"
242639,"Storytelling"
242639,"Team-Based Game"
242639,"Variable Player Powers"
19600,"Area Majority / Influence"
19600,"Area Movement"
19600,"Rondel"
2346,"Grid Movement"
2346,"Map Reduction"
134352,"Acting"
134352,"Elapsed Real Time Ending"
134352,"Team-Based Game"
134352,"Variable Player Powers"
134352,"Voting"
171669,"Contracts"
171669,"Deck Bag and Pool Building"
171669,"Dice Rolling"
171669,"Set Collection"
171669,"Worker Placement"
171669,"Worker Placement with Dice Workers"
124,"Bias"
124,"Dice Rolling"
124,"Grid Movement"
124,"Variable Player Powers"
295486,"Bingo"
295486,"Catch the Leader"
295486,"Enclosure"
295486,"Grid Coverage"
295486,"Legacy Game"
295486,"Scenario / Mission / Campaign Game"
295486,"Tile Placement"
295486,"Victory Points as a Resource"
42052,"Area Majority / Influence"
42052,"Worker Placement"
207336,"Auction/Bidding"
207336,"Hand Management"
207336,"Layering"
207336,"Melding and Splaying"
207336,"Tile Placement"
260428,"Action Points"
260428,"Cooperative Game"
260428,"Dice Rolling"
260428,"Hand Management"
260428,"Point to Point Movement"
260428,"Set Collection"
260428,"Solo / Solitaire Game"
260428,"Variable Player Powers"
295947,"Drafting"
295947,"Hexagon Grid"
295947,"Pattern Building"
295947,"Solo / Solitaire Game"
295947,"Tile Placement"
295947,"Variable Set-up"
158900,"Cooperative Game"
158900,"Push Your Luck"
158900,"Variable Player Powers"
119788,"Area Majority / Influence"
119788,"Deck Bag and Pool Building"
119788,"Grid Movement"
119788,"Hexagon Grid"
119788,"Modular Board"
119788,"Movement Points"
119788,"Variable Player Powers"
262215,"Area Majority / Influence"
262215,"Card Drafting"
262215,"Deck Bag and Pool Building"
262215,"Dice Rolling"
262215,"Hand Management"
262215,"Network and Route Building"
262215,"Solo / Solitaire Game"
262215,"Victory Points as a Resource"
16496,"Action Points"
16496,"Card Drafting"
16496,"Dice Rolling"
16496,"Hand Management"
16496,"Take That"
198454,"Communication Limits"
198454,"Hidden Roles"
198454,"Memory"
198454,"Role Playing"
198454,"Storytelling"
198454,"Team-Based Game"
4324,"Area Majority / Influence"
4324,"Area Movement"
4324,"Campaign / Battle Card Driven"
4324,"Dice Rolling"
62227,"Action Points"
62227,"Action/Event"
62227,"Area Majority / Influence"
62227,"Campaign / Battle Card Driven"
62227,"Command Cards"
62227,"Dice Rolling"
62227,"Events"
62227,"Hand Management"
62227,"Point to Point Movement"
62227,"Scenario / Mission / Campaign Game"
62227,"Simulation"
62227,"Solo / Solitaire Game"
62227,"Stat Check Resolution"
62227,"Sudden Death Ending"
62227,"Tug of War"
62227,"Variable Player Powers"
170561,"Card Drafting"
170561,"Dice Rolling"
170561,"Random Production"
170561,"Variable Set-up"
193558,"Action Points"
193558,"Dice Rolling"
193558,"Grid Movement"
193558,"Modular Board"
193558,"Pick-up and Deliver"
193558,"Push Your Luck"
193558,"Race"
193558,"Variable Player Powers"
175621,"Card Drafting"
175621,"Hand Management"
175621,"Take That"
35815,"Area Movement"
35815,"Cooperative Game"
35815,"Dice Rolling"
35815,"Roll / Spin and Move"
35815,"Variable Player Powers"
30957,"Auction/Bidding"
30957,"Card Drafting"
30957,"Hand Management"
30957,"Set Collection"
30957,"Sudden Death Ending"
30957,"Worker Placement"
181687,"Drafting"
181687,"End Game Bonuses"
181687,"Income"
181687,"Simulation"
181687,"Solo / Solitaire Game"
181687,"Worker Placement"
26990,"Auction/Bidding"
26990,"Auction: Sealed Bid"
26990,"Commodity Speculation"
26990,"Pick-up and Deliver"
26990,"Set Collection"
494,"Hand Management"
494,"Race"
494,"Track Movement"
143515,"Action Points"
143515,"Pick-up and Deliver"
143515,"Set Collection"
143515,"Tile Placement"
143515,"Worker Placement"
226320,"Area Majority / Influence"
226320,"Dice Rolling"
226320,"Force Commitment"
226320,"Grid Movement"
226320,"Pick-up and Deliver"
226320,"Solo / Solitaire Game"
226320,"Take That"
274637,"Action Points"
274637,"Area Movement"
274637,"Card Play Conflict Resolution"
274637,"Hand Management"
274637,"Line of Sight"
274637,"Point to Point Movement"
274637,"Take That"
274637,"Team-Based Game"
274637,"Variable Player Powers"
169255,"Alliances"
169255,"Card Drafting"
169255,"Hand Management"
169255,"Race"
169255,"Simultaneous Action Selection"
169255,"Turn Order: Stat-Based"
169255,"Variable Player Powers"
154809,"Area Majority / Influence"
154809,"Variable Phase Order"
361,"Hand Management"
361,"Resource to Move"
553,"Set Collection"
553,"Take That"
553,"Variable Player Powers"
925,"Hidden Roles"
925,"Negotiation"
925,"Player Elimination"
925,"Role Playing"
925,"Roles with Asymmetric Information"
925,"Team-Based Game"
925,"Traitor Game"
925,"Variable Player Powers"
925,"Voting"
224,"Area Majority / Influence"
224,"Dice Rolling"
224,"Hand Management"
150999,"Card Drafting"
150999,"Deck Bag and Pool Building"
150999,"Hand Management"
150999,"Set Collection"
2386,"Enclosure"
2386,"Grid Movement"
2386,"Point to Point Movement"
2386,"Race"
2386,"Team-Based Game"
137988,"Action Points"
137988,"Cooperative Game"
137988,"Dice Rolling"
137988,"Hand Management"
137988,"Modular Board"
137988,"Variable Player Powers"
1159,"Area Majority / Influence"
1159,"Area Movement"
1159,"Auction/Bidding"
1159,"Dice Rolling"
1159,"Hand Management"
1159,"Turn Order: Stat-Based"
1159,"Variable Player Powers"
1159,"Victory Points as a Resource"
197443,"Hand Management"
197443,"Hidden Movement"
197443,"Memory"
197443,"Secret Unit Deployment"
284435,"Contracts"
284435,"Race"
284435,"Tile Placement"
284435,"Time Track"
176165,"Card Drafting"
176165,"Deck Bag and Pool Building"
176165,"Dice Rolling"
176165,"Hand Management"
176165,"Race"
176165,"Set Collection"
176165,"Take That"
132,"Area Majority / Influence"
132,"Hand Management"
132,"Set Collection"
18100,"Area Majority / Influence"
18100,"Card Drafting"
18100,"End Game Bonuses"
18100,"Hand Management"
18100,"Network and Route Building"
194626,"Simultaneous Action Selection"
104347,"Commodity Speculation"
104347,"Dice Rolling"
104347,"Memory"
104347,"Modular Board"
104347,"Pick-up and Deliver"
104347,"Resource to Move"
104347,"Track Movement"
104347,"Worker Placement"
41002,"Push Your Luck"
41002,"Tile Placement"
41002,"Turn Order: Claim Action"
41002,"Worker Placement"
216734,"Dice Rolling"
216734,"Take That"
216734,"Team-Based Game"
216734,"Variable Player Powers"
121288,"Acting"
121288,"Simultaneous Action Selection"
121288,"Storytelling"
121288,"Targeted Clues"
121288,"Voting"
153065,"Card Drafting"
153065,"Hand Management"
153065,"Set Collection"
18803,"Storytelling"
2338,"Dice Rolling"
2338,"Memory"
2338,"Push Your Luck"
2338,"Trading"
5737,"Enclosure"
5737,"Hand Management"
5737,"Modular Board"
1041,"Area Majority / Influence"
1041,"Card Drafting"
1041,"I Cut You Choose"
106217,"Action Points"
106217,"Area Movement"
106217,"Modular Board"
106217,"Worker Placement"
104363,"Alliances"
104363,"Area Majority / Influence"
104363,"Auction/Bidding"
104363,"Force Commitment"
104363,"Hand Management"
104363,"Point to Point Movement"
104363,"Team-Based Game"
104363,"Variable Player Powers"
218121,"Action Points"
218121,"Dice Rolling"
218121,"Drafting"
218121,"Hexagon Grid"
218121,"Modular Board"
218121,"Solo / Solitaire Game"
218121,"Variable Phase Order"
218121,"Worker Placement"
308765,"Area Majority / Influence"
308765,"Enclosure"
308765,"End Game Bonuses"
308765,"Hexagon Grid"
308765,"Income"
308765,"Three Dimensional Movement"
308765,"Tile Placement"
308765,"Track Movement"
308765,"Variable Set-up"
129948,"Set Collection"
129948,"Tile Placement"
298047,"Cooperative Game"
298047,"Hand Management"
298047,"Modular Board"
298047,"Solo / Solitaire Game"
298047,"Variable Player Powers"
12902,"Area Majority / Influence"
12902,"Tile Placement"
94362,"Cooperative Game"
94362,"Deck Bag and Pool Building"
94362,"Dice Rolling"
94362,"Hand Management"
94362,"Variable Player Powers"
238992,"Cooperative Game"
238992,"Deck Bag and Pool Building"
238992,"Dice Rolling"
238992,"Set Collection"
238992,"Solo / Solitaire Game"
238992,"Storytelling"
244536,"Area Majority / Influence"
244536,"Cooperative Game"
244536,"Dice Rolling"
244536,"Modular Board"
244536,"Pick-up and Deliver"
244536,"Push Your Luck"
244536,"Solo / Solitaire Game"
244536,"Team-Based Game"
244536,"Variable Player Powers"
197070,"Action Points"
197070,"Cooperative Game"
197070,"Dice Rolling"
197070,"Hand Management"
197070,"Modular Board"
197070,"Variable Player Powers"
54137,"Enclosure"
54137,"Grid Movement"
54137,"Hexagon Grid"
54137,"Modular Board"
151347,"Card Drafting"
151347,"Commodity Speculation"
151347,"Deck Bag and Pool Building"
151347,"Hand Management"
151347,"Set Collection"
151347,"Simulation"
151347,"Trading"
239464,"Cooperative Game"
239464,"Deck Bag and Pool Building"
239464,"Hand Management"
239464,"Memory"
239464,"Simultaneous Action Selection"
239464,"Solo / Solitaire Game"
228504,"Card Drafting"
228504,"Set Collection"
1403,"Hand Management"
1403,"Player Elimination"
1403,"Simultaneous Action Selection"
1403,"Trick-taking"
5048,"Roll / Spin and Move"
5894,"Player Elimination"
94,"Card Drafting"
94,"Network and Route Building"
94,"Stock Holding"
82168,"Grid Movement"
82168,"Hexagon Grid"
82168,"Hidden Movement"
82168,"Hidden Roles"
82168,"Paper-and-Pencil"
82168,"Secret Unit Deployment"
82168,"Team-Based Game"
82168,"Variable Player Powers"
217085,"Dice Rolling"
217085,"Set Collection"
217085,"Tile Placement"
35497,"Betting and Bluffing"
25643,"Area Majority / Influence"
25643,"Set Collection"
25643,"Stock Holding"
25643,"Tile Placement"
34887,"Area Majority / Influence"
34887,"Auction/Bidding"
34887,"Multiple-Lot Auction"
34887,"Simultaneous Action Selection"
19777,"Auction/Bidding"
19777,"Pick-up and Deliver"
19777,"Tech Trees / Tech Tracks"
195314,"Push Your Luck"
195314,"Set Collection"
195314,"Solo / Solitaire Game"
144553,"Action Points"
144553,"Card Drafting"
144553,"Set Collection"
160010,"Action Points"
160010,"Area Movement"
160010,"Dice Rolling"
160010,"Player Elimination"
160010,"Team-Based Game"
160010,"Variable Phase Order"
160010,"Variable Player Powers"
18258,"Action Retrieval"
18258,"Area Majority / Influence"
18258,"Area Movement"
18258,"End Game Bonuses"
18258,"Hand Management"
18258,"Simultaneous Action Selection"
18258,"Take That"
18258,"Turn Order: Role Order"
148319,"Communication Limits"
148319,"Deduction"
148319,"Grid Movement"
148319,"Hand Management"
148319,"Memory"
148319,"Team-Based Game"
52461,"Card Drafting"
52461,"End Game Bonuses"
52461,"Hand Management"
52461,"Set Collection"
52461,"Solo / Solitaire Game"
52461,"Turn Order: Progressive"
52461,"Worker Placement"
52461,"Worker Placement Different Worker Types"
95527,"Area Majority / Influence"
95527,"Dice Rolling"
95527,"Turn Order: Pass Order"
95527,"Turn Order: Stat-Based"
95527,"Worker Placement"
95527,"Worker Placement with Dice Workers"
156546,"Acting"
156546,"Card Drafting"
156546,"Role Playing"
156546,"Singing"
2596,"Dice Rolling"
2596,"Pattern Building"
2596,"Physical Removal"
2596,"Stacking and Balancing"
240,"Area Movement"
240,"Dice Rolling"
240,"Simulation"
240,"Stat Check Resolution"
240,"Voting"
232414,"Card Drafting"
232414,"Hand Management"
232414,"Hidden Victory Points"
232414,"Take That"
29223,"Area Majority / Influence"
29223,"Roll / Spin and Move"
29223,"Tile Placement"
19100,"Card Drafting"
19100,"Enclosure"
19100,"Network and Route Building"
19100,"Tile Placement"
170771,"Action Points"
170771,"Area Movement"
170771,"Cooperative Game"
170771,"Dice Rolling"
170771,"Modular Board"
170771,"Role Playing"
170771,"Solo / Solitaire Game"
170771,"Variable Player Powers"
191231,"Action Points"
191231,"Network and Route Building"
191231,"Pick-up and Deliver"
25568,"Area Majority / Influence"
25568,"Auction/Bidding"
16747,"Dice Rolling"
16747,"Flicking"
142379,"Area Movement"
142379,"Card Drafting"
142379,"Enclosure"
142379,"Hexagon Grid"
142379,"Modular Board"
142379,"Tile Placement"
98351,"Card Drafting"
98351,"Deck Bag and Pool Building"
98351,"Hand Management"
42487,"Card Drafting"
42487,"Hand Management"
42487,"Set Collection"
170,"Hand Management"
170,"Player Elimination"
170,"Take That"
37628,"Betting and Bluffing"
37628,"Hand Management"
37628,"Ladder Climbing"
37628,"Trick-taking"
218417,"Card Drafting"
218417,"Cooperative Game"
218417,"Deck Bag and Pool Building"
218417,"Hand Management"
218417,"Variable Phase Order"
218417,"Variable Player Powers"
300531,"Action/Event"
300531,"Cooperative Game"
300531,"Deck Bag and Pool Building"
300531,"Memory"
300531,"Scenario / Mission / Campaign Game"
300531,"Simultaneous Action Selection"
300531,"Variable Set-up"
119506,"Auction: Dutch"
119506,"Cooperative Game"
119506,"Pick-up and Deliver"
119506,"Point to Point Movement"
119506,"Push Your Luck"
119506,"Solo / Solitaire Game"
119506,"Variable Player Powers"
5432,"Dice Rolling"
5432,"Grid Movement"
5432,"Race"
5432,"Roll / Spin and Move"
5432,"Square Grid"
24742,"Area Majority / Influence"
24742,"Push Your Luck"
24742,"Secret Unit Deployment"
24742,"Simultaneous Action Selection"
31563,"Hand Management"
31563,"Point to Point Movement"
31563,"Team-Based Game"
31563,"Variable Player Powers"
177590,"Action/Event"
177590,"Advantage Token"
177590,"Area Majority / Influence"
177590,"Campaign / Battle Card Driven"
177590,"Contracts"
177590,"End Game Bonuses"
177590,"Hand Management"
177590,"Take That"
177590,"Tug of War"
218333,"Dice Rolling"
218333,"Single Loser Game"
218333,"Stacking and Balancing"
13122,"Grid Coverage"
