"id","category"
84419,"Wargame"
302723,"Adventure"
302723,"Exploration"
302723,"Fantasy"
302723,"Nautical"
302723,"Pirates"
302723,"Travel"
16267,"Trains"
185589,"Nautical"
185589,"Pirates"
191894,"Deduction"
191894,"Party Game"
191894,"Puzzle"
123096,"Action / Dexterity"
123096,"Puzzle"
123096,"Real-time"
123096,"Science Fiction"
123096,"Space Exploration"
36553,"Humor"
36553,"Movies / TV / Radio theme"
36553,"Party Game"
108906,"Racing"
108906,"Sports"
902,"Card Game"
902,"Fighting"
902,"Nautical"
902,"Pirates"
256916,"Ancient"
256916,"Economic"
208895,"Party Game"
128780,"Card Game"
128780,"Civil War"
128780,"Economic"
128780,"Political"
128780,"Post-Napoleonic"
128780,"Wargame"
339,"Card Game"
339,"Word Game"
19526,"Economic"
19526,"Territory Building"
1035,"Wargame"
1035,"World War II"
71061,"Adventure"
71061,"Exploration"
71061,"Fantasy"
71061,"Fighting"
146312,"Adventure"
146312,"Childrens Game"
146312,"Fantasy"
19841,"Abstract Strategy"
111124,"Bluffing"
111124,"Deduction"
111124,"Dice"
111124,"Movies / TV / Radio theme"
111124,"Print & Play"
111124,"Science Fiction"
111124,"Space Exploration"
111124,"Spies/Secret Agents"
157789,"Card Game"
157789,"Medical"
145189,"Card Game"
145189,"Educational"
145189,"Music"
145189,"Party Game"
145189,"Trivia"
141517,"Bluffing"
141517,"Fantasy"
141517,"Horror"
141517,"Murder/Mystery"
141517,"Novel-based"
141517,"Political"
141517,"Post-Napoleonic"
141517,"Spies/Secret Agents"
141517,"Zombies"
95064,"Card Game"
95064,"Fantasy"
31016,"Card Game"
31016,"Humor"
31016,"Party Game"
141423,"Exploration"
141423,"Fantasy"
141423,"Fighting"
141423,"Nautical"
141423,"Pirates"
79127,"Fighting"
79127,"Miniatures"
79127,"Movies / TV / Radio theme"
79127,"Science Fiction"
79127,"Space Exploration"
6707,"Ancient"
6707,"Civilization"
6707,"Mythology"
6707,"Video Game Theme"
223953,"Real-time"
215842,"Deduction"
215842,"Puzzle"
215842,"Real-time"
195856,"Card Game"
195856,"Fantasy"
195856,"Horror"
195856,"Video Game Theme"
191300,"Card Game"
12477,"Economic"
12477,"Industry / Manufacturing"
12477,"Mafia"
12477,"Negotiation"
12477,"Transportation"
147303,"Economic"
147303,"Nautical"
192455,"Adventure"
192455,"Exploration"
192455,"Science Fiction"
192455,"Space Exploration"
3284,"Fighting"
3284,"Miniatures"
3284,"Movies / TV / Radio theme"
3284,"Science Fiction"
875,"City Building"
875,"Civilization"
875,"Economic"
875,"Industry / Manufacturing"
875,"Transportation"
12005,"Novel-based"
12005,"Travel"
30381,"City Building"
30381,"Economic"
30381,"Pike and Shot"
25261,"Fantasy"
25261,"Fighting"
25261,"Horror"
25261,"Miniatures"
25261,"Science Fiction"
25261,"Spies/Secret Agents"
25261,"Wargame"
25261,"World War I"
275467,"Card Game"
275467,"Deduction"
275467,"Party Game"
275467,"Word Game"
217,"Action / Dexterity"
466,"Deduction"
466,"Spies/Secret Agents"
40393,"Abstract Strategy"
40393,"Puzzle"
3931,"Ancient"
3931,"Civilization"
3931,"Economic"
230933,"Medieval"
31105,"Adventure"
31105,"Ancient"
31105,"Card Game"
31105,"Exploration"
1042,"Bluffing"
1042,"Card Game"
1042,"Fantasy"
1042,"Fighting"
1042,"Negotiation"
492,"Arabian"
492,"Bluffing"
492,"Fantasy"
492,"Medieval"
37198,"Territory Building"
37198,"Wargame"
221318,"American West"
221318,"Trains"
715,"Adventure"
715,"World War II"
354,"Card Game"
228660,"Adventure"
228660,"Exploration"
228660,"Fantasy"
228660,"Miniatures"
285192,"Adventure"
285192,"Exploration"
285192,"Fantasy"
285192,"Medieval"
285192,"Miniatures"
55427,"Deduction"
55427,"Murder/Mystery"
233961,"Card Game"
233961,"Fantasy"
128442,"Adventure"
128442,"Exploration"
128442,"Science Fiction"
128442,"Space Exploration"
125548,"Card Game"
125548,"Fantasy"
125548,"Fighting"
125548,"Video Game Theme"
206051,"Bluffing"
206051,"Deduction"
206051,"Party Game"
168609,"Adventure"
168609,"Card Game"
168609,"Economic"
168609,"Exploration"
122159,"Card Game"
122159,"Horror"
3837,"Animals"
3837,"Card Game"
3837,"Childrens Game"
3837,"Memory"
192074,"Animals"
192074,"Card Game"
192074,"Mythology"
12495,"Medieval"
12495,"Nautical"
215841,"Deduction"
215841,"Puzzle"
215841,"Real-time"
41933,"Bluffing"
41933,"Card Game"
41933,"Fighting"
271055,"Fantasy"
244115,"Card Game"
244115,"Fantasy"
244115,"Science Fiction"
1544,"Bluffing"
1544,"Party Game"
1544,"Word Game"
192860,"Animals"
192860,"Exploration"
192860,"Nautical"
163839,"Adventure"
163839,"Economic"
163839,"Fantasy"
163839,"Medieval"
191925,"Card Game"
231733,"Post-Napoleonic"
1261,"Abstract Strategy"
1261,"City Building"
1261,"Post-Napoleonic"
17240,"Humor"
105037,"Card Game"
105037,"City Building"
105037,"Economic"
105037,"Medieval"
123123,"Card Game"
123123,"Fantasy"
123123,"Fighting"
81453,"Card Game"
81453,"Humor"
81453,"Mafia"
116954,"Abstract Strategy"
57925,"Bluffing"
57925,"Card Game"
170624,"Medieval"
527,"Abstract Strategy"
29934,"Ancient"
15511,"Abstract Strategy"
15511,"Medieval"
15511,"Territory Building"
167698,"Fantasy"
167698,"Fighting"
167698,"Miniatures"
167698,"Wargame"
245655,"Fantasy"
245655,"Negotiation"
245655,"Political"
156943,"Age of Reason"
156943,"Card Game"
156943,"City Building"
156943,"Economic"
160018,"Card Game"
160018,"Fantasy"
160018,"Humor"
160018,"Mythology"
160018,"Science Fiction"
160018,"Zombies"
153064,"Bluffing"
153064,"Card Game"
153064,"Deduction"
153064,"Party Game"
153064,"Spies/Secret Agents"
179303,"Card Game"
179303,"Horror"
179303,"Humor"
179303,"Novel-based"
24800,"Wargame"
24800,"World War II"
180680,"Racing"
180680,"Sports"
180680,"Transportation"
298069,"Dice"
298069,"Racing"
21550,"Abstract Strategy"
21550,"Territory Building"
195560,"Miniatures"
195560,"Transportation"
160495,"Ancient"
17710,"Ancient"
17710,"Fighting"
17710,"Political"
17710,"Territory Building"
17710,"Wargame"
4099,"City Building"
4099,"Medieval"
1515,"Word Game"
318084,"Card Game"
318084,"Industry / Manufacturing"
318084,"Post-Napoleonic"
12194,"Card Game"
12194,"Fighting"
12194,"Horror"
12194,"Humor"
249381,"City Building"
249381,"Economic"
216600,"Card Game"
216600,"Dice"
216600,"Industry / Manufacturing"
205158,"Card Game"
205158,"Deduction"
205158,"Mature / Adult"
205158,"Party Game"
205158,"Spies/Secret Agents"
205158,"Word Game"
156776,"Card Game"
156776,"Collectible Components"
156776,"Fighting"
40354,"Age of Reason"
40354,"Bluffing"
40354,"Negotiation"
40354,"Political"
40354,"Wargame"
38386,"City Building"
38386,"Medieval"
37120,"Action / Dexterity"
37120,"Puzzle"
37120,"Real-time"
69552,"Adventure"
69552,"Bluffing"
69552,"Exploration"
69552,"Party Game"
69552,"Science Fiction"
202426,"Economic"
202426,"Negotiation"
202426,"Science Fiction"
191876,"Medieval"
191876,"Renaissance"
142079,"Dice"
142079,"Fighting"
142079,"Party Game"
142079,"Real-time"
142079,"Science Fiction"
142079,"Space Exploration"
40270,"Card Game"
40270,"Collectible Components"
40270,"Fantasy"
40270,"Horror"
40270,"Novel-based"
297978,"Animals"
297978,"Environmental"
34297,"Abstract Strategy"
284378,"Economic"
284378,"Industry / Manufacturing"
16772,"Horror"
16772,"Negotiation"
16772,"Zombies"
2181,"Card Game"
283393,"Card Game"
283393,"Fantasy"
283393,"Nautical"
205322,"American West"
205322,"Card Game"
205322,"Educational"
205322,"Video Game Theme"
120217,"Horror"
120217,"Negotiation"
120217,"Zombies"
279254,"Animals"
279254,"Environmental"
279254,"Prehistoric"
279254,"Territory Building"
183571,"Dice"
183571,"Print & Play"
183571,"Science Fiction"
172931,"Childrens Game"
172931,"Deduction"
172931,"Dice"
183562,"Aviation / Flight"
183562,"Collectible Components"
183562,"Miniatures"
183562,"Movies / TV / Radio theme"
183562,"Science Fiction"
183562,"Wargame"
3570,"Animals"
3570,"Childrens Game"
3570,"Memory"
4174,"Bluffing"
4174,"Card Game"
4174,"Humor"
4174,"Nautical"
4174,"Negotiation"
4174,"Party Game"
4174,"Travel"
987,"Civil War"
987,"Medieval"
987,"Political"
987,"Wargame"
75449,"Economic"
75449,"Renaissance"
57390,"Action / Dexterity"
57390,"Adventure"
57390,"Fantasy"
57390,"Fighting"
33451,"Card Game"
33451,"Fantasy"
33451,"Humor"
33451,"Medieval"
33451,"Party Game"
139898,"Economic"
139898,"Industry / Manufacturing"
256952,"Childrens Game"
256952,"Horror"
256952,"Zombies"
43022,"Bluffing"
43022,"Card Game"
43022,"Fantasy"
43022,"Fighting"
43022,"Video Game Theme"
65901,"Economic"
65901,"Industry / Manufacturing"
65901,"Transportation"
168,"Economic"
168,"Trains"
168,"Transportation"
13780,"Medieval"
13780,"Political"
38343,"Civilization"
38343,"Science Fiction"
38343,"Space Exploration"
247236,"Animals"
247236,"Card Game"
247236,"Dice"
247236,"Science Fiction"
180040,"Card Game"
180040,"City Building"
180040,"Fantasy"
271518,"Card Game"
271518,"Fantasy"
271518,"Movies / TV / Radio theme"
271518,"Mythology"
113289,"Card Game"
113289,"Humor"
113289,"Party Game"
73369,"Card Game"
73369,"City Building"
73369,"Economic"
73369,"Science Fiction"
276894,"Trains"
67492,"Fantasy"
67492,"Miniatures"
67492,"Novel-based"
67492,"Wargame"
398,"Animals"
398,"Card Game"
6830,"Abstract Strategy"
6830,"Deduction"
6830,"Puzzle"
300322,"Animals"
300322,"Economic"
300322,"Farming"
300322,"Industry / Manufacturing"
300322,"Post-Napoleonic"
90305,"Economic"
128,"Abstract Strategy"
128,"Puzzle"
265402,"Fantasy"
265402,"Territory Building"
255984,"Adventure"
255984,"Exploration"
255984,"Nautical"
244271,"Card Game"
244271,"Dice"
244271,"Fantasy"
244271,"Fighting"
713,"Card Game"
713,"Humor"
713,"Modern Warfare"
713,"Negotiation"
713,"Political"
148203,"Card Game"
148203,"Real-time"
183006,"Dice"
183006,"Number"
196,"Negotiation"
196,"Political"
193949,"Civilization"
193949,"Exploration"
193949,"Miniatures"
193949,"Movies / TV / Radio theme"
193949,"Negotiation"
193949,"Science Fiction"
193949,"Space Exploration"
193949,"Territory Building"
193949,"Wargame"
324856,"Card Game"
18723,"Card Game"
18723,"Fantasy"
18723,"Humor"
18723,"Party Game"
190082,"Bluffing"
190082,"Deduction"
190082,"Memory"
190082,"Murder/Mystery"
190082,"Post-Napoleonic"
1295,"Abstract Strategy"
241831,"Farming"
129736,"Bluffing"
129736,"Card Game"
204516,"Educational"
204516,"Medieval"
204516,"Miniatures"
204516,"Wargame"
271869,"Dice"
177678,"Dice"
177678,"Renaissance"
62222,"Napoleonic"
62222,"Wargame"
182189,"Adventure"
182189,"Card Game"
182189,"Fantasy"
908,"Animals"
223740,"Card Game"
223740,"Fantasy"
125921,"Childrens Game"
125921,"Economic"
125921,"Nautical"
125921,"Pirates"
2679,"Action / Dexterity"
2679,"Animals"
2679,"Childrens Game"
1568,"Miniatures"
1568,"Science Fiction"
256570,"Economic"
256570,"Medieval"
129090,"Dice"
10653,"Collectible Components"
10653,"Exploration"
10653,"Fighting"
10653,"Miniatures"
10653,"Nautical"
10653,"Pirates"
10653,"Wargame"
195162,"Medical"
195162,"Video Game Theme"
594,"Card Game"
594,"Deduction"
255692,"Science Fiction"
255692,"Space Exploration"
42910,"Ancient"
42910,"City Building"
42910,"Civilization"
23094,"Economic"
23094,"Industry / Manufacturing"
23094,"Science Fiction"
269511,"Exploration"
269511,"Nautical"
252153,"Environmental"
1275,"Deduction"
1275,"Murder/Mystery"
1275,"Novel-based"
215840,"Deduction"
215840,"Puzzle"
215840,"Real-time"
216092,"Card Game"
216092,"Puzzle"
234477,"Fantasy"
234477,"Medieval"
227072,"Bluffing"
227072,"Card Game"
227072,"Deduction"
227072,"Humor"
227072,"Party Game"
227072,"Word Game"
6351,"Action / Dexterity"
6351,"Animals"
6351,"Childrens Game"
6351,"Humor"
32441,"Party Game"
32441,"Trivia"
244654,"Fantasy"
244654,"Fighting"
244654,"Miniatures"
291572,"Fantasy"
291572,"Political"
303057,"Aviation / Flight"
303057,"Economic"
917,"Card Game"
917,"Number"
917,"Puzzle"
186751,"Ancient"
186751,"Card Game"
186751,"Miniatures"
186751,"Mythology"
186751,"Wargame"
214032,"City Building"
214032,"Economic"
214032,"Fantasy"
125,"Card Game"
171011,"Dice"
258210,"Wargame"
258210,"World War II"
143405,"Animals"
143405,"Card Game"
143405,"Environmental"
143405,"Fantasy"
32341,"Action / Dexterity"
32341,"Card Game"
32341,"Humor"
32341,"Real-time"
217780,"Ancient"
217780,"Civilization"
158435,"Abstract Strategy"
158435,"Fantasy"
158435,"Negotiation"
158435,"Renaissance"
218530,"Card Game"
218530,"Party Game"
218530,"Pirates"
111799,"Economic"
111799,"Modern Warfare"
111799,"Political"
111799,"Wargame"
75358,"Economic"
75358,"Trains"
5206,"Fighting"
5206,"Science Fiction"
5206,"Wargame"
194690,"Humor"
194690,"Medical"
23107,"Adventure"
23107,"Fantasy"
23107,"Maze"
205716,"Bluffing"
205716,"Miniatures"
205716,"Negotiation"
205716,"Political"
205716,"Science Fiction"
35052,"Wargame"
35052,"World War II"
13551,"Bluffing"
13551,"Card Game"
13551,"Nautical"
13551,"Negotiation"
13551,"Pirates"
226518,"Deduction"
72991,"Fantasy"
72991,"Medieval"
223750,"Card Game"
223750,"Word Game"
65611,"Dice"
65611,"Horror"
65611,"Humor"
65611,"Party Game"
16933,"Card Game"
16933,"Comic Book / Strip"
16933,"Fighting"
16933,"Humor"
3633,"Ancient"
3633,"Civilization"
3633,"Exploration"
3633,"Medieval"
3633,"Political"
3633,"Renaissance"
3633,"Video Game Theme"
40760,"Ancient"
40760,"Dice"
3243,"Animals"
3243,"Bluffing"
3243,"Farming"
3243,"Puzzle"
472,"Adventure"
472,"Exploration"
472,"Fantasy"
1797,"Dice"
1797,"Economic"
1797,"Negotiation"
198525,"Card Game"
204,"Trains"
204,"Transportation"
156091,"Mafia"
156091,"Movies / TV / Radio theme"
156091,"Negotiation"
156091,"Territory Building"
16991,"Abstract Strategy"
16991,"Electronic"
270971,"City Building"
270971,"Civilization"
270971,"Dice"
270971,"Medieval"
254386,"Animals"
254386,"Economic"
230,"Economic"
230,"Exploration"
230,"Science Fiction"
230,"Space Exploration"
230,"Transportation"
32116,"Aviation / Flight"
32116,"Dice"
32116,"Industry / Manufacturing"
159503,"Fighting"
159503,"Science Fiction"
224597,"Card Game"
224597,"Collectible Components"
224597,"Dice"
224597,"Fantasy"
224597,"Fighting"
224597,"Miniatures"
85897,"Card Game"
85897,"Fantasy"
1260,"Card Game"
266830,"Economic"
19370,"Action / Dexterity"
19370,"Humor"
19370,"Party Game"
19370,"Trivia"
154086,"American West"
154086,"Economic"
154086,"Territory Building"
859,"Card Game"
859,"Novel-based"
859,"Political"
859,"Science Fiction"
118174,"Educational"
118174,"Industry / Manufacturing"
118174,"Negotiation"
216091,"Card Game"
216091,"Puzzle"
7688,"Animals"
7688,"Card Game"
7688,"Childrens Game"
7688,"Comic Book / Strip"
7688,"Educational"
7688,"Environmental"
7688,"Memory"
7688,"Movies / TV / Radio theme"
7688,"Novel-based"
7688,"Prehistoric"
2507,"Napoleonic"
2507,"Political"
2944,"Action / Dexterity"
2944,"Card Game"
2944,"Childrens Game"
2944,"Party Game"
2944,"Real-time"
50768,"Fighting"
50768,"Medieval"
50768,"Political"
245271,"Electronic"
245271,"Science Fiction"
46255,"Card Game"
46255,"Educational"
46255,"Political"
5576,"Adventure"
5576,"Card Game"
5576,"Dice"
5576,"Exploration"
5576,"Fantasy"
256589,"Racing"
214,"Abstract Strategy"
7479,"City Building"
7479,"Fantasy"
7479,"Fighting"
7479,"Video Game Theme"
7479,"Wargame"
938,"Adventure"
938,"Card Game"
938,"Childrens Game"
938,"Deduction"
938,"Fantasy"
938,"Memory"
938,"Movies / TV / Radio theme"
265,"Negotiation"
265,"Renaissance"
104020,"Economic"
104020,"Nautical"
337,"Card Game"
155708,"Fantasy"
155708,"Medieval"
10997,"American West"
10997,"Card Game"
284760,"Card Game"
284760,"Fantasy"
284760,"Movies / TV / Radio theme"
284760,"Mythology"
203430,"Card Game"
203430,"Number"
12891,"Age of Reason"
12891,"Wargame"
156689,"Card Game"
156689,"Comic Book / Strip"
1472,"Card Game"
39684,"Economic"
39684,"Pike and Shot"
234669,"Adventure"
234669,"Exploration"
234669,"Fantasy"
172381,"City Building"
172381,"Dice"
92319,"Ancient"
92319,"Civilization"
92319,"Fighting"
92319,"Mythology"
92319,"Territory Building"
227456,"Adventure"
227456,"Card Game"
227456,"Dice"
227456,"Fantasy"
227456,"Horror"
158339,"Bluffing"
158339,"Card Game"
158339,"Deduction"
158339,"Science Fiction"
82421,"Card Game"
82421,"Fantasy"
82421,"Fighting"
27848,"Fantasy"
27848,"Fighting"
27848,"Novel-based"
27848,"Wargame"
92190,"Adventure"
92190,"Exploration"
92190,"Fantasy"
92190,"Fighting"
92190,"Miniatures"
123570,"Action / Dexterity"
123570,"Dice"
173101,"Economic"
311193,"Card Game"
311193,"City Building"
311193,"Industry / Manufacturing"
311193,"Video Game Theme"
207691,"Trains"
228,"Card Game"
228,"Fighting"
241266,"City Building"
241266,"Medieval"
2569,"Animals"
2569,"Card Game"
2569,"Childrens Game"
2569,"Negotiation"
181524,"Adventure"
181524,"Dice"
181524,"Fantasy"
181524,"Miniatures"
162,"Science Fiction"
162,"Wargame"
244608,"Action / Dexterity"
244608,"Fantasy"
214293,"Horror"
214293,"Novel-based"
214293,"Real-time"
216201,"Maze"
216201,"Miniatures"
216201,"Racing"
216201,"Science Fiction"
91873,"City Building"
91873,"Economic"
91873,"Medieval"
73538,"Card Game"
73538,"Pirates"
214887,"Economic"
214887,"Environmental"
214887,"Industry / Manufacturing"
319966,"Abstract Strategy"
319966,"Medieval"
319966,"Political"
66587,"Card Game"
66587,"Fantasy"
23686,"Humor"
23686,"Party Game"
281442,"Dice"
437,"Childrens Game"
437,"Fantasy"
437,"Maze"
437,"Puzzle"
17161,"Civilization"
17161,"Territory Building"
202583,"Civilization"
202583,"Dice"
202583,"Prehistoric"
161866,"Horror"
161866,"Miniatures"
161866,"Zombies"
173064,"Math"
173064,"Science Fiction"
173064,"Space Exploration"
91534,"Card Game"
91534,"City Building"
178570,"Card Game"
178570,"Deduction"
178570,"Murder/Mystery"
178570,"Party Game"
132018,"Political"
132018,"Wargame"
132018,"World War II"
148943,"Bluffing"
148943,"Card Game"
148943,"Deduction"
148943,"Party Game"
148943,"Political"
294484,"Card Game"
294484,"Fantasy"
294484,"Fighting"
294484,"Horror"
294484,"Miniatures"
294484,"Novel-based"
141736,"Economic"
141736,"Exploration"
141736,"Nautical"
141736,"Renaissance"
65907,"Deduction"
65907,"Murder/Mystery"
193308,"Bluffing"
193308,"Deduction"
193308,"Humor"
193308,"Party Game"
193308,"Spies/Secret Agents"
12761,"Bluffing"
12761,"Medieval"
159473,"Wargame"
159473,"World War II"
174570,"Card Game"
174570,"Movies / TV / Radio theme"
174570,"Science Fiction"
10383,"Mythology"
10383,"Territory Building"
10383,"Wargame"
16366,"Card Game"
16366,"Humor"
16366,"Mature / Adult"
108044,"Card Game"
108044,"Humor"
108044,"Science Fiction"
27356,"Abstract Strategy"
220517,"Card Game"
220517,"Deduction"
220517,"Fantasy"
220517,"Math"
220517,"Number"
220517,"Print & Play"
13884,"Economic"
13884,"Fantasy"
213266,"American West"
213266,"Card Game"
213266,"City Building"
283864,"Exploration"
35503,"Ancient"
35503,"Dice"
180899,"Economic"
5895,"Action / Dexterity"
5895,"Animals"
5895,"Childrens Game"
5895,"Real-time"
151007,"Card Game"
151007,"Fantasy"
151007,"Fighting"
151007,"Pirates"
91523,"Animals"
91523,"Environmental"
91523,"Puzzle"
91523,"Real-time"
251420,"Card Game"
251420,"Novel-based"
520,"Wargame"
520,"World War II"
164265,"Comic Book / Strip"
164265,"Deduction"
164265,"Memory"
164265,"Murder/Mystery"
195137,"Action / Dexterity"
195137,"Adventure"
195137,"Fantasy"
195137,"Fighting"
552,"Transportation"
198830,"Exploration"
198830,"Fantasy"
198830,"Fighting"
198830,"Miniatures"
198830,"Wargame"
34194,"Animals"
3228,"Abstract Strategy"
181293,"Card Game"
181293,"Science Fiction"
181293,"Space Exploration"
66,"Medieval"
66,"Political"
167513,"Abstract Strategy"
167513,"Medieval"
167513,"Territory Building"
38862,"Transportation"
4040,"Abstract Strategy"
4040,"Movies / TV / Radio theme"
9823,"Wargame"
9823,"World War II"
6068,"Age of Reason"
6068,"Bluffing"
6068,"Card Game"
6068,"Novel-based"
266121,"Card Game"
266121,"Exploration"
266121,"Puzzle"
266121,"Real-time"
38996,"Age of Reason"
38996,"American Revolutionary War"
38996,"Wargame"
111417,"Transportation"
60435,"Racing"
60435,"Sports"
257614,"Card Game"
257614,"Print & Play"
68182,"Adventure"
68182,"Exploration"
68182,"Negotiation"
14808,"Comic Book / Strip"
14808,"Fighting"
14808,"Miniatures"
3439,"Collectible Components"
3439,"Comic Book / Strip"
3439,"Dice"
3439,"Fighting"
3439,"Miniatures"
178054,"Horror"
178054,"Murder/Mystery"
178054,"Novel-based"
178054,"Political"
178054,"Spies/Secret Agents"
178054,"Zombies"
21791,"City Building"
21791,"Medieval"
269725,"Dice"
280480,"Dice"
280480,"Economic"
41863,"Economic"
41863,"Wargame"
41863,"World War II"
24773,"Trains"
24773,"Transportation"
99,"Science Fiction"
99,"Wargame"
248490,"Ancient"
248490,"Civilization"
248490,"Dice"
248490,"Fantasy"
248490,"Mythology"
248490,"Prehistoric"
248490,"Science Fiction"
15318,"Renaissance"
1634,"Adventure"
1634,"Exploration"
1634,"Fantasy"
1634,"Fighting"
1634,"Miniatures"
85005,"Bluffing"
85005,"Card Game"
85005,"Deduction"
85005,"Mafia"
147116,"Adventure"
147116,"Fantasy"
147116,"Novel-based"
147116,"Travel"
147116,"Video Game Theme"
260180,"Abstract Strategy"
260180,"Puzzle"
260180,"Video Game Theme"
1107,"Animals"
1107,"Card Game"
144189,"Civil War"
144189,"Modern Warfare"
144189,"Political"
144189,"Vietnam War"
144189,"Wargame"
949,"Abstract Strategy"
276498,"Abstract Strategy"
276498,"City Building"
276498,"Puzzle"
184151,"Card Game"
184151,"Collectible Components"
184151,"Fantasy"
250442,"Card Game"
250442,"Dice"
250442,"Medieval"
250442,"Renaissance"
298065,"City Building"
298065,"Travel"
205494,"Card Game"
205494,"City Building"
205494,"Dice"
176371,"Exploration"
176371,"Medieval"
176371,"Nautical"
242804,"Farming"
8190,"Abstract Strategy"
8190,"Territory Building"
8190,"Travel"
182694,"Bluffing"
182694,"Deduction"
182694,"Murder/Mystery"
182694,"Novel-based"
153016,"Party Game"
6424,"Action / Dexterity"
6424,"Childrens Game"
6424,"Party Game"
135219,"Adventure"
135219,"Fantasy"
135219,"Fighting"
135219,"Miniatures"
135219,"Novel-based"
135219,"Wargame"
301880,"Ancient"
102237,"Fantasy"
102237,"Fighting"
3181,"Dice"
4192,"Fantasy"
4192,"Miniatures"
4192,"Wargame"
273477,"Bluffing"
273477,"Deduction"
273477,"Exploration"
273477,"Party Game"
212445,"Collectible Components"
212445,"Fantasy"
212445,"Fighting"
212445,"Miniatures"
212445,"Sports"
70,"City Building"
40990,"Party Game"
40990,"Word Game"
2582,"Party Game"
2582,"Word Game"
17396,"Napoleonic"
17396,"Wargame"
224821,"Adventure"
224821,"Card Game"
224821,"Exploration"
224821,"Medieval"
224821,"Video Game Theme"
230267,"American West"
230267,"Civilization"
230267,"Dice"
230267,"Exploration"
230267,"Territory Building"
17405,"Economic"
17405,"Trains"
269595,"Puzzle"
82420,"Card Game"
82420,"Fantasy"
82420,"Fighting"
9441,"Animals"
9441,"Bluffing"
9441,"Card Game"
9441,"Childrens Game"
1301,"Card Game"
1301,"Collectible Components"
1301,"Science Fiction"
314491,"Animals"
314491,"Card Game"
314491,"Environmental"
314491,"Exploration"
163642,"Science Fiction"
174078,"Card Game"
174078,"Novel-based"
6901,"Card Game"
244049,"City Building"
244049,"Territory Building"
205418,"Animals"
205418,"Farming"
1475,"Economic"
161882,"Economic"
161882,"Trains"
90040,"Ancient"
8129,"Card Game"
2162,"Book"
2162,"Miniatures"
2162,"Science Fiction"
2162,"Wargame"
28089,"Animals"
28089,"Childrens Game"
28089,"Exploration"
28089,"Maze"
28089,"Memory"
112373,"Card Game"
112373,"Fantasy"
267319,"Fantasy"
1270,"Card Game"
1270,"Collectible Components"
1270,"Movies / TV / Radio theme"
1270,"Science Fiction"
3085,"Card Game"
3085,"Political"
139443,"Card Game"
139443,"Comic Book / Strip"
139443,"Fighting"
139443,"Humor"
139443,"Party Game"
4394,"Civilization"
4394,"Exploration"
4394,"Negotiation"
4394,"Prehistoric"
171879,"Economic"
171879,"Industry / Manufacturing"
6607,"Card Game"
6607,"Fighting"
6607,"Humor"
261114,"Action / Dexterity"
268620,"Card Game"
268620,"Deduction"
268620,"Fantasy"
268620,"Mythology"
67239,"Civilization"
67239,"Exploration"
67239,"Negotiation"
67239,"Trains"
2122,"Card Game"
2122,"Collectible Components"
2122,"Fighting"
2122,"Horror"
2122,"Political"
197405,"Abstract Strategy"
120523,"Mafia"
120523,"Negotiation"
9028,"Exploration"
9028,"Nautical"
9028,"Transportation"
27976,"Adventure"
27976,"Fantasy"
27976,"Fighting"
27976,"Miniatures"
27976,"Science Fiction"
157096,"Civilization"
15510,"Ancient"
15510,"Mythology"
222514,"Adventure"
222514,"Comic Book / Strip"
222514,"Fighting"
222514,"Miniatures"
235375,"Abstract Strategy"
17449,"Adventure"
17449,"Fantasy"
17449,"Mythology"
17449,"Novel-based"
7316,"Movies / TV / Radio theme"
7316,"Number"
7316,"Party Game"
32412,"Bluffing"
32412,"Card Game"
32412,"Medieval"
176544,"Economic"
176544,"Industry / Manufacturing"
181796,"Card Game"
181796,"Economic"
94246,"American Indian Wars"
94246,"Educational"
94246,"Wargame"
17835,"Movies / TV / Radio theme"
17835,"Science Fiction"
17835,"Wargame"
150997,"Adventure"
150997,"American West"
150997,"Exploration"
150997,"Fantasy"
150997,"Horror"
150997,"Miniatures"
8924,"Action / Dexterity"
8924,"Childrens Game"
8924,"Dice"
8924,"Humor"
8924,"Party Game"
245961,"Dice"
245961,"Nautical"
700,"Fantasy"
700,"Fighting"
700,"Miniatures"
700,"Wargame"
218311,"Card Game"
218311,"Puzzle"
218311,"Real-time"
232,"Economic"
232,"Nautical"
232,"Renaissance"
256788,"Bluffing"
256788,"Card Game"
256788,"Deduction"
256788,"Humor"
256788,"Party Game"
199966,"City Building"
199966,"Dice"
199966,"Fantasy"
199966,"Medieval"
38545,"Abstract Strategy"
442,"Racing"
442,"Sports"
18745,"Ancient"
37400,"Dice"
226501,"Card Game"
226501,"Fantasy"
244916,"Action / Dexterity"
302260,"Card Game"
302260,"Farming"
34707,"Ancient"
1608,"Fighting"
1608,"Wargame"
1608,"World War II"
195528,"Dice"
195528,"Farming"
144270,"Exploration"
207243,"Adventure"
207243,"Exploration"
207243,"Fantasy"
207243,"Fighting"
207243,"Puzzle"
632,"Aviation / Flight"
632,"Bluffing"
632,"Card Game"
55697,"Humor"
55697,"Negotiation"
180564,"Movies / TV / Radio theme"
180564,"Science Fiction"
103649,"Card Game"
103649,"City Building"
223855,"Industry / Manufacturing"
223855,"Math"
223855,"Science Fiction"
231696,"Card Game"
231696,"Movies / TV / Radio theme"
189052,"Card Game"
189052,"Pirates"
103185,"American West"
103185,"Farming"
151247,"Card Game"
151247,"Mafia"
117960,"City Building"
117960,"Dice"
8045,"Economic"
