"id","category"
175516,"Card Game"
175516,"Science Fiction"
4477,"Card Game"
4477,"Trains"
28121,"Card Game"
10829,"Wargame"
10829,"World War II"
138195,"City Building"
171779,"Abstract Strategy"
171779,"Card Game"
171779,"Video Game Theme"
209926,"Card Game"
209926,"Print & Play"
209926,"Word Game"
56241,"Aviation / Flight"
56241,"Nautical"
56241,"Wargame"
56241,"World War II"
253766,"Ancient"
253766,"Fantasy"
253766,"Miniatures"
253766,"Mythology"
253766,"Religious"
13254,"Nautical"
13254,"Wargame"
13254,"World War II"
182681,"Ancient"
182681,"Card Game"
182681,"City Building"
182681,"Economic"
286126,"Economic"
286126,"Humor"
271751,"Science Fiction"
121076,"Animals"
121076,"Card Game"
222424,"Aviation / Flight"
222424,"Card Game"
222424,"Science Fiction"
525,"Card Game"
254132,"Card Game"
254132,"Humor"
254132,"Party Game"
230864,"Card Game"
228399,"Adventure"
228399,"Comic Book / Strip"
228399,"Fantasy"
228399,"Miniatures"
5001,"Party Game"
5001,"Word Game"
7556,"Wargame"
7556,"World War II"
1322,"Action / Dexterity"
1322,"Childrens Game"
12317,"Animals"
12317,"Party Game"
204887,"Card Game"
5650,"Humor"
5650,"Mature / Adult"
5650,"Trivia"
2637,"Ancient"
2637,"Wargame"
256085,"Bluffing"
256085,"Deduction"
256085,"Humor"
256085,"Party Game"
256085,"Spies/Secret Agents"
234860,"Card Game"
234860,"Deduction"
148375,"Card Game"
148375,"Print & Play"
116596,"Card Game"
116596,"Childrens Game"
116596,"Video Game Theme"
107829,"Card Game"
107829,"Fighting"
107829,"Horror"
107829,"Novel-based"
107829,"Print & Play"
141102,"Abstract Strategy"
5827,"Wargame"
5827,"World War II"
10291,"Action / Dexterity"
10291,"Childrens Game"
10291,"Dice"
10291,"Puzzle"
2706,"Horror"
2706,"Wargame"
2706,"Zombies"
3028,"Ancient"
3028,"Educational"
3028,"Fantasy"
3028,"Mythology"
194088,"Real-time"
174646,"Fantasy"
174646,"Fighting"
174646,"Video Game Theme"
23654,"Card Game"
23654,"Humor"
23654,"Movies / TV / Radio theme"
23654,"Nautical"
23654,"Pirates"
56246,"Card Game"
7821,"Abstract Strategy"
7821,"Collectible Components"
7821,"Humor"
7821,"Miniatures"
346482,"Number"
346482,"Puzzle"
346482,"Trains"
217470,"Card Game"
85572,"Napoleonic"
85572,"Wargame"
299838,"Transportation"
299838,"Travel"
331635,"Card Game"
331635,"Math"
331635,"Medieval"
1477,"Political"
1477,"Wargame"
1477,"World War II"
5308,"Abstract Strategy"
40480,"Adventure"
40480,"Card Game"
40480,"Dice"
40480,"Fantasy"
40480,"Fighting"
40480,"Humor"
2641,"Ancient"
2641,"Civilization"
2641,"Economic"
2641,"Medieval"
2641,"Wargame"
40602,"Animals"
40602,"Bluffing"
40602,"Card Game"
40602,"Memory"
1464,"Card Game"
256375,"Card Game"
256375,"Humor"
256375,"Movies / TV / Radio theme"
256375,"Party Game"
13314,"Wargame"
13314,"World War II"
135840,"Napoleonic"
135840,"Wargame"
185381,"Card Game"
185381,"Fighting"
280984,"Card Game"
280984,"Fantasy"
280984,"Fighting"
280984,"Horror"
127048,"Dice"
127048,"Fighting"
127048,"Humor"
127048,"Sports"
127048,"Video Game Theme"
33048,"Expansion for Base-game"
33048,"Book"
33048,"Collectible Components"
33048,"Miniatures"
33048,"Science Fiction"
207202,"Action / Dexterity"
207202,"City Building"
207202,"Medieval"
91010,"Modern Warfare"
91010,"Wargame"
230553,"Card Game"
230553,"Fighting"
3319,"Abstract Strategy"
3319,"Print & Play"
231876,"Animals"
231876,"Mythology"
231876,"Racing"
4764,"Abstract Strategy"
4764,"Dice"
64955,"Card Game"
64955,"Childrens Game"
64955,"Fantasy"
16232,"Action / Dexterity"
16232,"Childrens Game"
265113,"Deduction"
265113,"Puzzle"
265113,"Real-time"
179251,"Bluffing"
179251,"Modern Warfare"
179251,"Wargame"
19990,"Number"
40440,"Science Fiction"
40440,"Space Exploration"
40440,"Transportation"
142653,"Card Game"
131183,"Aviation / Flight"
131183,"Card Game"
131183,"Expansion for Base-game"
131183,"Miniatures"
131183,"Wargame"
131183,"World War II"
22399,"Abstract Strategy"
176887,"Card Game"
176887,"Deduction"
176887,"Memory"
3357,"Animals"
3357,"Card Game"
2836,"Abstract Strategy"
2836,"Dice"
2836,"Fantasy"
59602,"Word Game"
9227,"Card Game"
9227,"Environmental"
9227,"Farming"
167650,"Wargame"
167650,"World War II"
3324,"American West"
3324,"Childrens Game"
3324,"Racing"
3324,"Trains"
337389,"Bluffing"
337389,"Card Game"
337389,"Deduction"
337389,"Humor"
337389,"Party Game"
337389,"Trivia"
337389,"Word Game"
93733,"Animals"
93733,"Card Game"
208533,"Bluffing"
208533,"Comic Book / Strip"
208533,"Mafia"
208533,"Party Game"
60574,"Card Game"
60574,"Real-time"
286533,"Card Game"
1028,"Farming"
220199,"Card Game"
25772,"Fantasy"
25772,"Medical"
128568,"Card Game"
128568,"Dice"
128568,"Mythology"
128568,"Print & Play"
900,"Economic"
234451,"Puzzle"
12622,"Miniatures"
12622,"Print & Play"
12622,"Spies/Secret Agents"
12622,"Wargame"
12622,"World War II"
35662,"Ancient"
35662,"Wargame"
1598,"Science Fiction"
1598,"Wargame"
103937,"Horror"
103937,"Zombies"
5394,"Age of Reason"
5394,"Wargame"
267609,"Fantasy"
267609,"Video Game Theme"
7501,"Wargame"
7501,"World War II"
255970,"Card Game"
255970,"Educational"
255970,"Trivia"
19114,"Exploration"
19114,"Pirates"
19114,"Print & Play"
310612,"Card Game"
310612,"Deduction"
310612,"Murder/Mystery"
239808,"Exploration"
239808,"Maze"
239808,"Science Fiction"
275100,"Nautical"
275100,"Novel-based"
172035,"Childrens Game"
172035,"Real-time"
6021,"Medieval"
6021,"Wargame"
198305,"Action / Dexterity"
198305,"Card Game"
198305,"Memory"
198305,"Party Game"
168895,"Bluffing"
168895,"Deduction"
168895,"Fantasy"
168895,"Negotiation"
168895,"Political"
168895,"Territory Building"
4292,"Book"
4292,"Miniatures"
4292,"Post-Napoleonic"
4292,"Wargame"
4436,"Modern Warfare"
4436,"Wargame"
29118,"Fantasy"
29118,"Fighting"
29118,"Medieval"
260644,"City Building"
228944,"Abstract Strategy"
253074,"Bluffing"
253074,"Card Game"
253074,"Deduction"
253074,"Negotiation"
253074,"Party Game"
253074,"Science Fiction"
253074,"Spies/Secret Agents"
6974,"Card Game"
13478,"Abstract Strategy"
13478,"Card Game"
189341,"Card Game"
189341,"Educational"
189341,"Trivia"
378,"Economic"
378,"Trains"
7378,"Abstract Strategy"
1474,"Card Game"
6399,"Ancient"
6399,"Medieval"
6399,"Wargame"
208807,"Action / Dexterity"
208807,"Party Game"
18781,"Aviation / Flight"
18781,"Card Game"
18781,"Modern Warfare"
18781,"Print & Play"
18781,"Wargame"
199382,"Card Game"
199382,"Dice"
199382,"Horror"
167892,"Card Game"
167892,"Comic Book / Strip"
167892,"Humor"
167892,"Mafia"
167892,"Spies/Secret Agents"
167669,"Movies / TV / Radio theme"
167669,"Party Game"
167669,"Trivia"
247578,"Comic Book / Strip"
247578,"Deduction"
247578,"Movies / TV / Radio theme"
4020,"Wargame"
4020,"World War II"
313730,"Card Game"
313730,"Deduction"
313730,"Puzzle"
313730,"Spies/Secret Agents"
4918,"Nautical"
4918,"Wargame"
161109,"Abstract Strategy"
161109,"Bluffing"
161109,"Deduction"
161109,"Mafia"
161109,"Memory"
144290,"Fantasy"
299908,"Animals"
299908,"Fantasy"
299908,"Print & Play"
318328,"Card Game"
318328,"Puzzle"
126471,"Abstract Strategy"
126471,"Spies/Secret Agents"
1972,"Educational"
1972,"Party Game"
302270,"Card Game"
1377,"Card Game"
2334,"City Building"
2334,"Economic"
9238,"Science Fiction"
9238,"Wargame"
17895,"Civil War"
17895,"Wargame"
17895,"World War II"
6742,"Dice"
6742,"Fantasy"
6742,"Fighting"
6742,"Miniatures"
6742,"Wargame"
70767,"Humor"
70767,"Print & Play"
70767,"Science Fiction"
70767,"Wargame"
2986,"Science Fiction"
2986,"Wargame"
271837,"Age of Reason"
271837,"American Revolutionary War"
271837,"Card Game"
271837,"Wargame"
5039,"Wargame"
5039,"World War II"
111299,"Action / Dexterity"
111299,"Fighting"
111299,"Party Game"
2707,"Card Game"
2707,"Deduction"
343526,"Card Game"
343526,"Movies / TV / Radio theme"
41849,"Post-Napoleonic"
41849,"Wargame"
5400,"Abstract Strategy"
57215,"Humor"
57215,"Party Game"
11436,"Napoleonic"
11436,"Wargame"
33964,"Animals"
33964,"Card Game"
33964,"Childrens Game"
33964,"Number"
153510,"Puzzle"
153510,"Real-time"
186974,"Vietnam War"
186974,"Wargame"
224662,"Action / Dexterity"
224662,"Dice"
224662,"Party Game"
4202,"Wargame"
4202,"World War II"
752,"Fighting"
752,"Horror"
752,"Zombies"
4196,"Childrens Game"
4196,"Fantasy"
341256,"Abstract Strategy"
302755,"Bluffing"
302755,"Deduction"
302755,"Spies/Secret Agents"
302755,"Trains"
217012,"Adventure"
217012,"Fantasy"
217012,"Fighting"
217012,"Miniatures"
242753,"Dice"
242753,"Fighting"
242753,"Science Fiction"
244584,"Party Game"
145209,"Print & Play"
145209,"Science Fiction"
145209,"Space Exploration"
254394,"Card Game"
254394,"Dice"
254394,"Novel-based"
254394,"Print & Play"
254394,"Spies/Secret Agents"
3657,"Fighting"
3657,"Religious"
301018,"Animals"
174298,"Napoleonic"
174298,"Wargame"
143508,"Movies / TV / Radio theme"
143508,"Novel-based"
143508,"Wargame"
143508,"Zombies"
1991,"Aviation / Flight"
1991,"Book"
1991,"Modern Warfare"
1991,"Wargame"
227502,"Medieval"
227502,"Negotiation"
227502,"Political"
227502,"Territory Building"
146034,"Card Game"
211047,"Bluffing"
211047,"Deduction"
211047,"Dice"
301002,"Fantasy"
301002,"Real-time"
17971,"Wargame"
17971,"World War II"
165523,"Dice"
15173,"Adventure"
15173,"Electronic"
15173,"Exploration"
15173,"Fantasy"
15173,"Mythology"
16110,"Ancient"
16110,"Bluffing"
16110,"Card Game"
319529,"Word Game"
19991,"Horror"
34376,"Action / Dexterity"
34376,"Exploration"
34376,"Humor"
34376,"Nautical"
34376,"Party Game"
24999,"Wargame"
24999,"World War II"
5242,"Abstract Strategy"
1757,"Nautical"
1757,"Racing"
4613,"Economic"
4613,"Trains"
4613,"Transportation"
187587,"Ancient"
187587,"Card Game"
187587,"Civilization"
298164,"Animals"
298164,"Dice"
286363,"Fighting"
286363,"Puzzle"
284269,"Economic"
284269,"Transportation"
2531,"Fantasy"
2531,"Wargame"
22085,"Medieval"
22085,"Territory Building"
162384,"Science Fiction"
162384,"Territory Building"
162384,"Wargame"
42396,"Bluffing"
42396,"Civil War"
42396,"Wargame"
47408,"Animals"
47408,"Card Game"
47408,"Party Game"
254634,"Nautical"
254634,"Wargame"
254634,"World War II"
160517,"Horror"
5788,"Card Game"
5788,"Party Game"
197705,"Miniatures"
197705,"Video Game Theme"
109077,"Movies / TV / Radio theme"
109077,"Science Fiction"
13357,"Party Game"
219670,"Bluffing"
219670,"Card Game"
219670,"Deduction"
219670,"Party Game"
161921,"Abstract Strategy"
161921,"Ancient"
290028,"Card Game"
290028,"Deduction"
290028,"Movies / TV / Radio theme"
290028,"Party Game"
17687,"Abstract Strategy"
17687,"Novel-based"
11438,"Napoleonic"
11438,"Wargame"
218235,"Science Fiction"
23576,"Action / Dexterity"
23576,"Childrens Game"
23576,"Puzzle"
137152,"Animals"
137152,"Childrens Game"
129417,"Deduction"
129417,"Spies/Secret Agents"
1620,"Ancient"
1620,"Negotiation"
1620,"Wargame"
243752,"Card Game"
229244,"Fantasy"
229244,"Fighting"
229244,"Puzzle"
15827,"Miniatures"
15827,"Wargame"
15827,"World War II"
216907,"Exploration"
216907,"Nautical"
216907,"Pirates"
216907,"Transportation"
191432,"Bluffing"
191432,"Card Game"
191432,"Deduction"
191432,"Mafia"
191432,"Video Game Theme"
1530,"Card Game"
1530,"Collectible Components"
1530,"Fighting"
23284,"Abstract Strategy"
155020,"Animals"
155020,"Bluffing"
155020,"Card Game"
155020,"Deduction"
155020,"Negotiation"
155020,"Party Game"
24803,"Card Game"
24803,"Sports"
11967,"Napoleonic"
11967,"Wargame"
180238,"Card Game"
5662,"Deduction"
5662,"Word Game"
15431,"Party Game"
15431,"Trivia"
2406,"Deduction"
144790,"Dice"
144790,"Real-time"
146146,"Dice"
30505,"Card Game"
30505,"Humor"
30505,"Party Game"
30505,"Word Game"
6641,"Wargame"
6641,"World War II"
4509,"Action / Dexterity"
4509,"Card Game"
4509,"Humor"
4509,"Party Game"
90942,"Abstract Strategy"
238972,"Card Game"
238972,"Humor"
238972,"Political"
1390,"Abstract Strategy"
1390,"Nautical"
1390,"Racing"
64656,"American West"
64656,"Card Game"
285203,"Card Game"
285203,"Dice"
193301,"Humor"
193301,"Nautical"
193301,"Pirates"
118950,"Mafia"
18881,"Action / Dexterity"
18881,"Animals"
18881,"Bluffing"
18881,"Childrens Game"
18881,"Dice"
18881,"Racing"
18881,"Sports"
396,"Card Game"
25344,"Economic"
25344,"Trains"
25344,"Transportation"
519,"Racing"
209014,"Card Game"
209014,"Fighting"
209014,"Humor"
260334,"Animals"
260334,"Childrens Game"
337690,"Puzzle"
31335,"Renaissance"
43023,"Action / Dexterity"
43023,"Childrens Game"
43023,"Dice"
43023,"Maze"
22268,"Card Game"
22268,"Comic Book / Strip"
22268,"Fighting"
24258,"Animals"
24258,"Card Game"
24258,"Childrens Game"
24258,"Real-time"
26778,"Humor"
26778,"Industry / Manufacturing"
1317,"Card Game"
10575,"Action / Dexterity"
10575,"Electronic"
10575,"Party Game"
69316,"Collectible Components"
69316,"Dice"
43231,"Napoleonic"
43231,"Territory Building"
43231,"Wargame"
158535,"Fantasy"
158535,"Fighting"
158535,"Miniatures"
136954,"Racing"
260635,"Card Game"
260635,"Fighting"
260635,"Real-time"
260635,"Zombies"
28817,"Card Game"
244428,"Movies / TV / Radio theme"
228452,"Card Game"
228452,"Exploration"
228452,"Medieval"
228452,"Nautical"
228452,"Print & Play"
236475,"Bluffing"
236475,"Deduction"
236475,"Horror"
236475,"Murder/Mystery"
236475,"Party Game"
94123,"Science Fiction"
94123,"Territory Building"
4384,"Age of Reason"
4384,"Card Game"
8317,"Modern Warfare"
8317,"Wargame"
8317,"World War II"
159536,"Action / Dexterity"
159536,"Childrens Game"
23387,"Adventure"
23387,"Card Game"
23387,"Collectible Components"
23387,"Fantasy"
23387,"Fighting"
23387,"Mythology"
122868,"American West"
20907,"Animals"
20907,"Card Game"
8063,"Economic"
8063,"Mature / Adult"
41898,"Deduction"
41898,"Murder/Mystery"
154553,"Card Game"
163040,"Card Game"
163040,"Humor"
163040,"Mature / Adult"
163040,"Party Game"
13654,"Abstract Strategy"
13654,"Racing"
191991,"Card Game"
191991,"Medieval"
5532,"Educational"
5532,"Movies / TV / Radio theme"
5532,"Video Game Theme"
45020,"Dice"
45020,"Farming"
45020,"Print & Play"
198630,"American Revolutionary War"
198630,"Wargame"
342857,"Animals"
342857,"Card Game"
342857,"Wargame"
252684,"Card Game"
252684,"City Building"
252684,"Print & Play"
287189,"Humor"
287189,"Medieval"
287189,"Music"
37875,"Wargame"
37875,"World War II"
191374,"Abstract Strategy"
191374,"Deduction"
191374,"Educational"
191374,"Puzzle"
157838,"Dice"
60342,"Animals"
60342,"Childrens Game"
60342,"Fantasy"
60342,"Memory"
7958,"Memory"
7958,"Music"
7958,"Party Game"
7958,"Trivia"
315610,"Adventure"
315610,"Exploration"
315610,"Fantasy"
315610,"Fighting"
315610,"Miniatures"
278971,"Animals"
278971,"Card Game"
278971,"Print & Play"
296514,"Childrens Game"
246588,"Print & Play"
246588,"Wargame"
246588,"World War II"
233361,"Movies / TV / Radio theme"
233361,"Print & Play"
233361,"Science Fiction"
309207,"Ancient"
309207,"City Building"
279741,"Video Game Theme"
262135,"Deduction"
262135,"Horror"
262135,"Science Fiction"
17995,"Bluffing"
17995,"Card Game"
17995,"Educational"
17995,"Humor"
17995,"Party Game"
10679,"American Civil War"
10679,"Wargame"
259393,"Adventure"
259393,"Humor"
259393,"Maze"
259393,"Memory"
220443,"Abstract Strategy"
12746,"Religious"
286154,"Fantasy"
286154,"Print & Play"
286154,"Puzzle"
163481,"Maze"
21729,"Card Game"
33962,"Card Game"
33962,"Dice"
33962,"Economic"
33962,"Sports"
19392,"Bluffing"
19392,"Card Game"
20130,"Bluffing"
20130,"Word Game"
10234,"Civil War"
10234,"Print & Play"
10234,"Wargame"
207899,"Book"
207899,"Comic Book / Strip"
27071,"Card Game"
27071,"Childrens Game"
27071,"Memory"
2110,"Bluffing"
2110,"Card Game"
2110,"Mafia"
2492,"Fantasy"
2492,"Renaissance"
145496,"Pirates"
7860,"Card Game"
7860,"Collectible Components"
7860,"Humor"
7860,"Movies / TV / Radio theme"
291236,"Card Game"
291236,"Humor"
291236,"Party Game"
120269,"Racing"
120269,"Sports"
163771,"Adventure"
163771,"Card Game"
163771,"Exploration"
19120,"American West"
19120,"Bluffing"
19120,"Card Game"
19120,"Collectible Components"
7259,"Card Game"
6495,"Wargame"
6495,"World War II"
17132,"Economic"
17132,"Print & Play"
17132,"Trains"
98203,"Card Game"
98203,"Collectible Components"
98203,"Fantasy"
98203,"Fighting"
98203,"Movies / TV / Radio theme"
2503,"Economic"
2503,"Political"
2503,"Science Fiction"
2503,"Wargame"
165283,"Card Game"
165283,"Childrens Game"
303830,"Card Game"
2195,"Abstract Strategy"
2195,"Fighting"
2195,"Humor"
2195,"Science Fiction"
10565,"Abstract Strategy"
10565,"Educational"
10565,"Party Game"
10565,"Puzzle"
7861,"Napoleonic"
7861,"Territory Building"
7861,"Wargame"
295402,"Napoleonic"
295402,"Wargame"
112692,"Card Game"
112692,"Exploration"
112692,"Humor"
204069,"Humor"
204069,"Mature / Adult"
204069,"Party Game"
204069,"Puzzle"
5354,"Action / Dexterity"
5354,"Childrens Game"
5354,"Educational"
5354,"Puzzle"
166931,"Childrens Game"
166931,"Deduction"
166931,"Memory"
29599,"Card Game"
29599,"Number"
151972,"Bluffing"
151972,"City Building"
151972,"Civilization"
151972,"Medieval"
13715,"Abstract Strategy"
99573,"Wargame"
99573,"World War II"
157451,"Animals"
157451,"Childrens Game"
157451,"Farming"
257669,"Movies / TV / Radio theme"
2902,"Action / Dexterity"
2902,"Collectible Components"
2902,"Fighting"
2902,"Miniatures"
2902,"Science Fiction"
210065,"Card Game"
210065,"Childrens Game"
210065,"Educational"
210065,"Real-time"
2496,"American West"
2496,"Card Game"
2496,"Fighting"
2496,"Real-time"
149793,"American Civil War"
149793,"Wargame"
10043,"Childrens Game"
10043,"Racing"
21219,"Adventure"
21219,"Card Game"
21219,"Fantasy"
21219,"Mythology"
8037,"Civil War"
8037,"Korean War"
8037,"Modern Warfare"
8037,"Vietnam War"
8037,"Wargame"
8037,"World War I"
8037,"World War II"
82572,"Adventure"
82572,"Dice"
82572,"Nautical"
82572,"Party Game"
3590,"Political"
16415,"Action / Dexterity"
16415,"Childrens Game"
13077,"Abstract Strategy"
13077,"Environmental"
7662,"Modern Warfare"
7662,"Wargame"
211175,"Card Game"
1162,"Action / Dexterity"
1162,"Bluffing"
1162,"Civilization"
1162,"Fantasy"
1162,"Prehistoric"
4657,"Card Game"
4657,"Sports"
8721,"Modern Warfare"
8721,"Wargame"
8337,"Abstract Strategy"
208023,"Adventure"
208023,"Comic Book / Strip"
208023,"Dice"
208023,"Fighting"
208023,"Miniatures"
208023,"Movies / TV / Radio theme"
34958,"Dice"
160413,"Adventure"
160413,"Horror"
182954,"Dice"
55131,"Abstract Strategy"
238102,"Humor"
238102,"Party Game"
218637,"Action / Dexterity"
218637,"Party Game"
218637,"Puzzle"
22254,"Adventure"
22254,"Childrens Game"
22254,"Fantasy"
22254,"Movies / TV / Radio theme"
22254,"Mythology"
22254,"Novel-based"
22254,"Territory Building"
22254,"Wargame"
263736,"City Building"
263736,"Dice"
263736,"Fantasy"
263736,"Fighting"
209850,"Animals"
209850,"Childrens Game"
209850,"Nautical"
10999,"Card Game"
10999,"Fantasy"
4476,"Action / Dexterity"
4476,"Childrens Game"
4476,"Party Game"
4476,"Real-time"
248226,"Abstract Strategy"
2203,"Card Game"
6764,"Movies / TV / Radio theme"
6764,"Science Fiction"
6764,"Spies/Secret Agents"
57201,"Bluffing"
57201,"Card Game"
57201,"Medieval"
6041,"Wargame"
6041,"World War II"
18791,"Card Game"
18791,"Movies / TV / Radio theme"
18791,"Science Fiction"
284294,"City Building"
284294,"Fantasy"
21677,"Electronic"
21677,"Music"
21677,"Party Game"
21677,"Trivia"
194307,"Medieval"
209284,"Animals"
209284,"Childrens Game"
209284,"Dice"
35311,"Card Game"
35311,"Dice"
1133,"Economic"
1133,"Mafia"
1133,"Negotiation"
1133,"Political"
3054,"Wargame"
3054,"World War I"
272215,"Fantasy"
347137,"Action / Dexterity"
347137,"Adventure"
347137,"Childrens Game"
347137,"Dice"
347137,"Exploration"
347137,"Fantasy"
347137,"Fighting"
142691,"Dice"
142691,"Electronic"
142691,"Real-time"
34277,"Adventure"
34277,"Racing"
34277,"Travel"
4021,"American Civil War"
4021,"Wargame"
2775,"Fantasy"
2775,"Novel-based"
2775,"Wargame"
14781,"Abstract Strategy"
14781,"Animals"
1173,"Dice"
32992,"Ancient"
32992,"Bluffing"
189628,"Card Game"
229708,"Dice"
229708,"Real-time"
229708,"Sports"
218632,"Real-time"
30879,"Deduction"
30879,"Travel"
160436,"Bluffing"
160436,"Card Game"
160436,"Deduction"
144416,"Real-time"
10186,"Napoleonic"
10186,"Wargame"
176433,"Card Game"
176433,"Comic Book / Strip"
176433,"Horror"
176433,"Zombies"
199907,"Abstract Strategy"
199907,"Mythology"
27408,"Card Game"
27408,"Collectible Components"
14010,"Party Game"
7943,"Science Fiction"
7943,"Wargame"
182556,"Bluffing"
182556,"Card Game"
182556,"Deduction"
302310,"American West"
302310,"Card Game"
302310,"City Building"
302310,"Civilization"
302310,"Economic"
302310,"Fantasy"
3762,"Action / Dexterity"
3762,"Childrens Game"
3762,"Memory"
111387,"Collectible Components"
111387,"Fighting"
111387,"Miniatures"
111387,"Movies / TV / Radio theme"
111387,"Science Fiction"
179574,"Adventure"
179574,"Animals"
179574,"Exploration"
179574,"Nautical"
2674,"Card Game"
2674,"Medieval"
112840,"Abstract Strategy"
112840,"Maze"
26233,"Animals"
26233,"Card Game"
26233,"Childrens Game"
26233,"Educational"
26233,"Real-time"
209849,"Childrens Game"
209849,"Racing"
15268,"Party Game"
15268,"Trivia"
183836,"Adventure"
183836,"Card Game"
183836,"Fighting"
183836,"Horror"
174975,"Card Game"
174975,"Music"
266064,"Fantasy"
266064,"Miniatures"
35305,"Sports"
55781,"Dice"
55781,"Medieval"
55781,"Political"
55781,"Wargame"
257766,"Card Game"
257766,"Humor"
68931,"Trains"
68931,"Transportation"
68931,"Travel"
35452,"American Civil War"
35452,"Wargame"
1397,"Aviation / Flight"
1397,"Childrens Game"
1397,"Real-time"
20138,"Card Game"
2098,"Card Game"
2098,"Collectible Components"
2098,"Fantasy"
2098,"Fighting"
33359,"Dice"
33359,"Mythology"
33359,"Print & Play"
192909,"Card Game"
21849,"Card Game"
21849,"Childrens Game"
62143,"Economic"
62143,"Novel-based"
62143,"Trains"
306321,"Bluffing"
306321,"Deduction"
306321,"Party Game"
3100,"Exploration"
3100,"Humor"
3100,"Travel"
223222,"Mature / Adult"
223222,"Party Game"
340834,"Card Game"
340834,"Science Fiction"
276169,"Science Fiction"
276169,"Wargame"
172237,"Card Game"
172237,"Number"
4413,"Adventure"
4413,"Economic"
4413,"Movies / TV / Radio theme"
4413,"Science Fiction"
4413,"Wargame"
25204,"Card Game"
25204,"Childrens Game"
25204,"Movies / TV / Radio theme"
154298,"Card Game"
154298,"Fantasy"
154298,"Party Game"
7463,"Nautical"
7463,"Wargame"
7463,"World War II"
5182,"Wargame"
5182,"World War II"
16387,"Abstract Strategy"
302933,"Abstract Strategy"
89478,"Bluffing"
89478,"Humor"
89478,"Party Game"
58713,"Card Game"
58713,"Economic"
58713,"Medieval"
58713,"Nautical"
29317,"Wargame"
300731,"Abstract Strategy"
300731,"Fantasy"
300731,"Mythology"
3925,"Adventure"
3925,"Humor"
190073,"Card Game"
190073,"Party Game"
190073,"Political"
161923,"Puzzle"
161923,"Trains"
161923,"Transportation"
51067,"Economic"
51067,"Movies / TV / Radio theme"
51067,"Negotiation"
199913,"Abstract Strategy"
199913,"Childrens Game"
199913,"Puzzle"
17700,"Card Game"
17700,"Murder/Mystery"
7470,"Miniatures"
7470,"Science Fiction"
7470,"Wargame"
5897,"Deduction"
5897,"Memory"
42493,"Racing"
260704,"Card Game"
222741,"Adventure"
222741,"Card Game"
222741,"Fantasy"
222741,"Video Game Theme"
2824,"Negotiation"
2824,"Pike and Shot"
2824,"Political"
2824,"Print & Play"
2824,"Wargame"
31553,"Wargame"
31553,"World War II"
55706,"Card Game"
55706,"Renaissance"
219766,"Ancient"
219766,"Racing"
2721,"Dice"
2721,"Sports"
158968,"Card Game"
158968,"Fantasy"
158968,"Mythology"
158968,"Print & Play"
235839,"Card Game"
235839,"Collectible Components"
319592,"Abstract Strategy"
319592,"Print & Play"
275215,"Travel"
1987,"Ancient"
1987,"Negotiation"
1987,"Wargame"
3007,"Music"
3007,"Party Game"
325477,"Abstract Strategy"
325477,"Science Fiction"
193831,"Card Game"
224011,"Childrens Game"
224011,"Dice"
224011,"Pirates"
769,"Collectible Components"
769,"Fighting"
769,"Movies / TV / Radio theme"
769,"Science Fiction"
37061,"Movies / TV / Radio theme"
37061,"Science Fiction"
37061,"Wargame"
245700,"Card Game"
5777,"Deduction"
5777,"Electronic"
5777,"Murder/Mystery"
231152,"Civil War"
231152,"Exploration"
231152,"Modern Warfare"
231152,"Print & Play"
231152,"Vietnam War"
231152,"Wargame"
32157,"Card Game"
32157,"Humor"
32157,"Party Game"
281647,"Adventure"
281647,"Civilization"
281647,"Exploration"
281647,"Science Fiction"
281647,"Space Exploration"
281647,"Territory Building"
281647,"Video Game Theme"
3435,"Card Game"
329084,"Card Game"
329084,"Science Fiction"
322589,"Ancient"
322589,"Territory Building"
270635,"Card Game"
3265,"Card Game"
3265,"Wargame"
3265,"World War II"
31117,"Abstract Strategy"
31117,"Puzzle"
247199,"Card Game"
247199,"Comic Book / Strip"
197944,"Animals"
197944,"Card Game"
197944,"Farming"
197944,"Math"
18615,"Ancient"
18615,"Book"
18615,"Medieval"
18615,"Miniatures"
18615,"Wargame"
6725,"Childrens Game"
6725,"Electronic"
6725,"Movies / TV / Radio theme"
6725,"Science Fiction"
282525,"Bluffing"
282525,"Card Game"
301317,"Bluffing"
301317,"Card Game"
301317,"Deduction"
301317,"Humor"
301317,"Murder/Mystery"
301317,"Science Fiction"
3636,"Music"
3636,"Trivia"
184473,"Movies / TV / Radio theme"
184473,"Murder/Mystery"
206082,"Card Game"
206082,"Party Game"
206082,"Real-time"
206082,"Word Game"
88147,"Card Game"
88147,"Print & Play"
151887,"Card Game"
151887,"Mature / Adult"
151887,"Party Game"
63928,"Wargame"
63928,"World War II"
125936,"Educational"
125936,"Political"
34014,"Exploration"
289916,"Animals"
289916,"Dice"
174696,"Abstract Strategy"
243780,"Ancient"
243780,"Mythology"
158256,"Abstract Strategy"
158256,"Animals"
158256,"Childrens Game"
224060,"Renaissance"
301032,"Card Game"
301032,"Napoleonic"
301032,"Wargame"
301032,"World War I"
301032,"World War II"
653,"Card Game"
8727,"Wargame"
8727,"World War II"
165090,"Bluffing"
165090,"Murder/Mystery"
165090,"Science Fiction"
289565,"Action / Dexterity"
289565,"Card Game"
289565,"Science Fiction"
58625,"Wargame"
58625,"World War II"
287591,"Animals"
287591,"Childrens Game"
