"id","designer"
28025,"Serge Laget"
2290,"Alex Randolph"
2603,"Chuck Kallenbach"
2603,"Tom Lischke"
2603,"Mike Reynolds"
229491,"John D. Clair"
230191,"Daniel Aronson"
163370,"Klaus-Jürgen Wrede"
4864,"Craig Kinzer"
4864,"Dave Long (I)"
233955,"Rüdiger Dorn"
1155,"Alan R. Moon"
1155,"Aaron Weissblum"
2633,"(Uncredited)"
187653,"Kane Klenko"
160902,"Mike Elliott"
160902,"Eric M. Lang"
277700,"Jonny Pac"
277700,"Carl Van Ostrand"
277700,"Drake Villareal"
764,"Tim Walsh"
764,"Terry White"
19427,"Justin Oh"
222,"Uwe Rosenberg"
58936,"Peter Hawes"
1604,"(Uncredited)"
40770,"Michael Schacht"
38823,"Uwe Eickert"
38823,"John Hill (I)"
38823,"Dana Lombardy"
220792,"Geoff Engelstein"
146816,"Michael Kiesling"
154634,"Steven Aramini"
10167,"Todd Breitenstein"
66849,"Marco Teubner"
40831,"Stefan Feld"
205045,"Eilif Svensson"
205045,"Kristian Amundsen Østby"
225167,"Stefan Godot"
73316,"Marcin Krupiński"
73316,"Filip Miłuński"
96613,"Rafał Cywicki"
96613,"Krzysztof Cywicki"
96613,"Krzysztof Hanusz"
127127,"Ben Stoll"
127127,"Patrick Sullivan (II)"
258308,"Wolfgang Warsch"
31808,"Alex Medeiros"
31808,"Cole Medeiros"
266164,"Reiner Knizia"
29109,"Spartaco Albertarelli"
29109,"Angelo Zucca"
239840,"Bruno Cathala"
239840,"Charles Chevallier"
533,"Max J. Kobbert"
143157,"Bruno Cathala"
143157,"Ludovic Maublanc"
240855,"Stan Kordonskiy"
168054,"Dave Fulton"
168054,"Jacob Tlapek"
847,"Fred Buestchler"
293,"Jacques Zeimet"
200,"Klaus Teuber"
272533,"Alara Cameron"
272533,"Helana Hope"
272533,"Sen-Foong Lim"
310,"Willis P. Carpenter"
310,"Garrett J. Donner"
310,"Mick Uhl"
310,"Michael S. Steer"
550,"Klaus Teuber"
2808,"John Edwards"
154301,"Anders Tyrland"
154301,"Olle Tyrland"
3728,"A. Eddie Goldfarb"
3728,"Damon Saddler"
3728,"René Soriano"
235,"Richard H. Berg"
102148,"D. Brad Talton Jr."
2818,"Damon Saddler"
8222,"Peter Hansson"
112869,"Steve Jackson (I)"
12205,"Joyce Johnson"
12205,"Colleen McCarthy-Evans"
75476,"Alan D. Ernstein"
104581,"Britton Roney"
253635,"Fabio Lopiano"
182704,"Mark Gerrits"
76150,"Mark Chaplin"
17557,"Karol Borsuk"
162559,"Paul Peterson"
225818,"Mark Gerrits"
171129,"Roberto Fraga"
10550,"Alan Turoff"
27048,"Friedemann de Pedro"
16398,"(Uncredited)"
121423,"David Short"
73070,"Andrea Chiarvesio"
73070,"Luca Iennaco"
274841,"Etienne Dubois-Roy"
274841,"Pascale Brassard"
252556,"Daryl Andrews"
252556,"Erica Bouyouris"
12681,"Peter Eggert"
12681,"Tobias Stapelfeldt"
38984,"Bruno Cathala"
126444,"Martin Wallace"
27463,"Adam West"
3154,"Brigitte Ditt"
3154,"Wolfgang Ditt"
65673,"Charles Chevallier"
65673,"Catherine Dumas"
65673,"Pascal Pelemans"
3886,"(Uncredited)"
218920,"Stefan Dorra"
264647,"Jeffrey CCH"
31133,"Dean Conrad"
31133,"John Streets"
157958,"Jakob Bonds"
157958,"Gustav Bonds"
157958,"Dan Glimne"
284108,"Christian Stöhr"
284108,"Daniela Stöhr"
231665,"Friedemann Friese"
39242,"Friedemann Friese"
118410,"Frank Bebenroth"
59,"Wilko Manz"
21464,"Michael Schacht"
149776,"Mike Langlois"
149776,"Christian Leonhard"
9,"Wolfgang Kramer"
9,"Richard Ulrich"
75,"James Ernest"
1381,"Koichi Ooyama"
1381,"Bill Sabram"
192638,"Manuel Correia"
181960,"Johannes Schmidauer-König"
3267,"Thomas Lehmann"
98918,"Phil Eklund"
145308,"Erika Svanoe"
138649,"Mike Elliott"
138649,"Eric M. Lang"
137,"Sylvie Barc"
137,"Roger Heyworth"
137,"Los Rodriguez"
137,"Juan Rodriguez"
19947,"Doris Matthäus"
19947,"Frank Nestel"
166571,"Alban Viard"
202732,"Tim Page"
285265,"Rüdiger Dorn"
1499,"Greg Pinder"
1499,"Harry Rowland"
173156,"Cyril Demaegd"
173156,"Frédéric Henry"
15033,"Michael Kiesling"
15033,"Wolfgang Kramer"
27385,"Carlo A. Rossi"
255675,"Inka Brand"
255675,"Markus Brand"
255675,"Ralph Querfurth"
158109,"Martin Wallace"
240567,"Matthew Dunstan"
240567,"Brett J. Gilbert"
25234,"Klaus Teuber"
196202,"Michael Shinall"
166857,"Mac Gerdts"
2557,"Charles Phillips"
181761,"Matthias Cramer"
283294,"Al Leduc"
145588,"Jeffrey D. Allers"
253684,"Uwe Rosenberg"
29581,"John Zinser"
2288,"Marc Gascoigne"
2288,"Jervis Johnson"
9675,"Martin Wallace"
108,"Kris Burm"
73863,"Hayato Kisaragi"
30166,"J. H. G. Hendriks"
30166,"Steve Jackson (I)"
163474,"Thibaud de la Touanne"
9408,"Franz-Benno Delonge"
130899,"James Ernest"
130899,"Mike Selinker"
200785,"Frédéric Henry"
37734,"Michael Kiesling"
37734,"Wolfgang Kramer"
4154,"Big Bocca"
4154,"Kazuki Takahashi"
233571,"Alex Davy"
233571,"Luke Eddy"
216428,"Matt Loomis"
216428,"Isaac Shalev"
220632,"Henri Pym"
3236,"Wolfgang Kramer"
131891,"Mike Elliott"
169147,"Brad Brooks"
37696,"Klaus Westerhoff"
215613,"Dox Lucchin"
215613,"Pedro Latro"
124052,"Chris Handy (I)"
96260,"Chad Jensen"
67180,"Michael Kiesling"
67180,"Wolfgang Kramer"
4610,"Peter Neugebauer"
2961,"Robert Abbott"
123885,"Torsten Landsvogt"
256999,"Konstantinos Kokkinis"
256999,"Marco Portugal"
256999,"Sotirios Tsantilas"
281194,"Kamil Jarząbek"
281194,"Paweł Stobiecki"
281194,"Jan Truchanowicz"
281194,"Łukasz Włodarczyk"
275913,"Etienne Espreman"
6281,"Dirk Henn"
168998,"Mike Elliott"
168998,"Eric M. Lang"
1561,"(Uncredited)"
31479,"Grzegorz Rejchtman"
5130,"Kari Mannerla"
15600,"Stefan Dorra"
205867,"Uwe Rosenberg"
146149,"Haim Shafir"
170587,"佐藤 雄介 (Yusuke Sato)"
348,"Wolfgang Kramer"
348,"Richard Ulrich"
206504,"Dan Cassar"
27,"Robert J. Simpson"
225729,"Yves Tourigny"
284584,"Sébastien Dujardin"
284584,"Xavier Georges"
284584,"Alain Orban"
165872,"Harold Buchanan"
144761,"Scott Nicholson"
8195,"Manfred Ludwig"
281075,"Benoit Turpin"
32165,"Günter Burkhardt"
4492,"(Uncredited)"
270109,"Michael Schacht"
137776,"Andrei Novac"
15953,"Andrea Angiolino"
15953,"Pier Giorgio Paglia"
152053,"David Chott"
155173,"Lucas Hedgren"
245931,"Hervé Rigal"
318553,"Inka Brand"
318553,"Markus Brand"
316546,"Wolfgang Warsch"
227460,"Mark Simonitch"
227460,"Jaro Andruszkiewicz"
8166,"Klaus Teuber"
187700,"Matt Hyra"
269752,"Shem Phillips"
3452,"Rüdiger Dorn"
207207,"Jakob Andrusch"
238656,"Scott Almes"
142961,"Joe Babbitt"
142961,"Will M. Baker"
142961,"Edward Bolme"
142961,"Curt Crane"
142961,"Mike Elliott"
142961,"Jeff Quick"
142961,"Mark Wootton"
21287,"Michael Kiesling"
21287,"Wolfgang Kramer"
206084,"Shadi Torbey"
37728,"Gabriel Ecoutin"
3655,"Klaus Teuber"
216597,"Kane Klenko"
242529,"Danielle Deley"
242529,"Lindsey Sherwood"
242529,"Nathan Thornton"
256877,"Nick Metzler"
118000,"Michael Schacht"
963,"Dirk Henn"
252526,"Vlaada Chvátil"
48979,"Guilhem Debricon"
111732,"Scott Almes"
314503,"Thomas Dupont"
200853,"Corné van Moorsel"
19989,"Rüdiger Dorn"
216632,"Karen Boginski"
216632,"Jody Boginski-Barbessi"
216632,"Kenneth C. Shannon III"
166158,"Pierluca Zizzi"
143401,"Aaron Haag"
3343,"(Uncredited)"
144415,"Michael Kiesling"
144415,"Wolfgang Kramer"
30,"Roger Burten"
30,"Alan Coleman"
30,"Vincent A. A. J. Erato"
141,"Alan R. Moon"
245422,"Ted Alspach"
40531,"Bill Eberle"
40531,"Jack Kittredge"
40531,"Bill Norton"
40531,"Peter Olotka"
1315,"Reiner Knizia"
12632,"Franz-Benno Delonge"
216070,"Marco Maggi"
216070,"Gabriele Mari"
216070,"Francesco Nepitello"
229,"Alan R. Moon"
2932,"(Uncredited)"
159406,"Jeep Barnett"
181819,"Peter Scholtz"
27940,"Roberto Di Meglio"
231664,"Friedemann Friese"
932,"Wolfgang Kramer"
232361,"Jacob Fryxelius"
300,"Reiner Knizia"
1662,"Tom Dalgliesh"
1662,"Ron Gibson"
1662,"Lance Gutteridge"
145371,"Christina Ng Zhen Wei"
145371,"Yeo Keng Leong"
8207,"Thomas Denmark"
84159,"Christoph Reiser"
84159,"Sebastian Resl"
25574,"Elwood Thomas Baker"
25574,"Charles Graham Baker"
232595,"Eduardo Baraf"
232595,"Seth Johnson"
232595,"Keith Matejka"
172547,"Volker Schächtele"
287589,"Raman Hryhoryk"
245354,"Thomas Cauët"
23540,"Yasutaka Ikeda"
128898,"Jeffrey D. Allers"
34320,"Roman Pelek"
34320,"Michael Schacht"
31506,"Günter Burkhardt"
27389,"Rob Elliot"
96007,"Ignacy Trzewiczek"
1116,"Geoffrey Mott-Smith"
433,"H. Jean Vanaise"
6205,"Jesse Evans"
6205,"Rick Young"
386,"Scott Peterson"
267127,"Shadi Torbey"
39813,"Susan McKinley Ross"
9851,"(Uncredited)"
231819,"Roberto Fraga"
231819,"Yohan Lemonnier"
257518,"Croc"
257518,"Laurent Pouchain"
174476,"Benoit Bannier"
6541,"Andrew Bryceson"
423,"Bill Dixon"
1552,"Steve Jackson (I)"
231999,"Friedemann Friese"
149809,"Kristian Amundsen Østby"
109779,"Doug Bass"
192927,"Antonio Ferrara"
192927,"Sebastiano Fiorillo"
219708,"Matthew Dunstan"
219708,"Brett J. Gilbert"
154880,"Francesco Giovo"
154880,"Marco Valtriani"
271785,"Nicolas Bourgoin"
271785,"Jean-François Rochas"
8522,"Steve Jackson (I)"
172971,"Yoshiteru Shinohara"
294612,"Cyril Demaegd"
294612,"Guilaine Didier"
294612,"Gabriel Durnerin"
294612,"Luna Marie"
294612,"Mathieu Casnin"
294612,"Théo Rivière"
154259,"Samuel Strick"
267814,"Matthew Dunstan"
267814,"Phil Walker-Harding"
1589,"Stephen V. Cole"
158572,"Mike Nudd"
22532,"Andrea Angiolino"
22532,"Pier Giorgio Paglia"
1265,"Mike Fitzgerald"
254,"Greg Pinder"
254,"Harry Rowland"
15157,"Stefan Dorra"
42898,"Paolo Mori"
42898,"Francesco Sirocchi"
272682,"Alexander Pfister"
109125,"Dirk Henn"
3139,"Wolfgang Kramer"
225244,"Alan R. Moon"
24157,"Kevin Brusky"
24157,"Rich Burlew"
150783,"Dennis Hoyle"
312804,"Travis P Jones"
257066,"Jonny Pac"
204184,"Austin Rucker"
229218,"Klaus Teuber"
229218,"Benjamin Teuber"
136594,"Nathanael Mortensen"
19995,"Steve Kendall"
19995,"Phil Kendall"
21892,"Karsten Hartwig"
226634,"Joe Van Wetering"
1459,"Jeffrey Breslow"
1459,"Howard J. Morrison"
1459,"Rouben Terzian"
1758,"Jervis Johnson"
1442,"Richard Hamblen"
1962,"Ed Muccini"
1962,"Tim Walsh"
1962,"Dave Yearick"
93538,"Colby Dauch"
93538,"Dustin DePenning"
93538,"Jerry Hawthorne"
93538,"Craig Van Ness"
17104,"Segundo Santos"
280453,"Simone Luciani"
280453,"Nestore Mangone"
24935,"Anima Studio"
29456,"Matt Wilson (I)"
144388,"David Harding (II)"
147768,"Friedemann Friese"
256320,"Cyrille Leroy"
9202,"Wolfgang Kramer"
9202,"Horst-Rainer Rösner"
207062,"Josh Cappel"
207062,"Jay Cormier"
207062,"Sen-Foong Lim"
171835,"Gordon Calleja"
156496,"Tim Eisner"
156496,"Ryan Swisher"
19348,"Martin Wallace"
237211,"Łukasz Woźniak"
193840,"Geoff Engelstein"
193840,"Brian Engelstein"
193840,"Sydney Engelstein"
180771,"Kevin Wilson"
265256,"Prospero Hall"
283649,"Asger Harding Granerud"
283649,"Daniel Skjold Pedersen"
19419,"Reiner Knizia"
6955,"Reiner Knizia"
118610,"Marcel-André Casasola Merkle"
164,"James Ernest"
8668,"Heinz Meister"
8668,"Klaus Zoch"
262208,"Scott R. Smith"
193210,"Bruno Cathala"
193210,"Ludovic Maublanc"
84469,"Friedemann Friese"
151771,"Johannes Sich"
316858,"Alexander Pfister"
316858,"Arno Steinwender"
7708,"Brigitte Pokornik"
3353,"Ted Raicer"
57660,"Peter Sarrett"
7098,"Charles Darrow"
301919,"Matt Leacock"
58798,"Karl-Heinz Schmiel"
58798,"Klaus-Jürgen Wrede"
198487,"Paul Peterson"
100679,"Guillaume Blossier"
1933,"Paul Bennett"
270138,"Mike Elliott"
269968,"Inka Brand"
269968,"Markus Brand"
58602,"Dirk Henn"
178210,"Andrew Looney"
20750,"Holger Bösch"
244513,"Brian Gomez"
59753,"Reiner Knizia"
300001,"Michael Kiesling"
300001,"Wolfgang Kramer"
203828,"Asger Harding Granerud"
203828,"Daniel Skjold Pedersen"
291794,"Nate Chatellier"
291794,"Manny Trembley"
158742,"David Short"
312251,"Ryan Courtney"
670,"Randall C. Reed"
5534,"James Ernest"
5534,"Tom Jolly"
26457,"Richard H. Berg"
26457,"John B. Firer"
26457,"Mark Simonitch"
235817,"Yuri Zhuravljov"
150293,"Kuro"
36739,"Reiner Knizia"
189453,"Antoine Bauza"
189453,"Eric M. Lang"
56786,"Rüdiger Koltze"
130060,"Bruno Faidutti"
236217,"佐藤 雄介 (Yusuke Sato)"
224904,"Eduardo Baraf"
224904,"Steve Finn"
224904,"Keith Matejka"
128063,"Carl Chudyk"
209001,"Víctor Fernández"
209001,"Gorka Mata"
209001,"Sergi Solé Pascual"
209001,"Daniel Schloesser"
153623,"Martyn F"
10496,"Andrew Parks"
29687,"John Poniske"
29687,"Rick Young"
41003,"Reiner Knizia"
150926,"Thomas Lehmann"
2081,"Eric Lee Smith"
3804,"Monty Stambler"
3804,"Ann Stambler"
172503,"Aaron Brosman"
172503,"Matthew Burch"
172503,"Bryan Pope"
248861,"Hisashi Hayashi"
173275,"Matt Hyra"
173275,"Adam Sblendorio"
173275,"Mataio Wilson"
177079,"Gerhard Hecht"
133528,"Colby Dauch"
133528,"Isaac Vega"
259374,"Michael Loth"
245197,"Travis Hancock"
197097,"Andrea Sfiligoi"
248005,"Hope S. Hwang"
692,"Tom Dalgliesh"
692,"Grant Dalgliesh"
155463,"Matt Hyra"
123955,"Dan Verssen"
38032,"Emanuele Ornella"
149951,"Dan Verssen"
129459,"Brett G. Murrell"
155693,"Reiner Knizia"
298371,"Joachim Thôme"
42124,"Christophe Boelinger"
15126,"Ken Dunn"
206327,"Matthew Austin"
209325,"Steffen Benndorf"
209325,"Reinhard Staupe"
192834,"Matthias Cramer"
112092,"Jeremy Anderson"
2456,"Keith Meyers"
2456,"Michael Stern"
205507,"Sebastian Bleasdale"
205507,"Richard Breese"
146910,"Rolf Sagel"
146910,"André Spil"
38657,"Martyn F"
19650,"Emanuele Ornella"
129904,"Bruno Cathala"
129904,"Serge Laget"
56707,"Dirk Henn"
272427,"Acchittocca"
272427,"Flaminia Brasini"
272427,"Virginio Gigli"
272427,"Stefano Luperto"
272427,"Antonio Tinto"
26859,"Fabrizio Bonifacio"
26859,"Riccardo Crosa"
26859,"Massimiliano Enrico"
26859,"Chiara Ferlito"
26859,"Walter Obert"
1491,"James Hlavaty"
1491,"Timothy Moore"
147370,"Dan Shapiro"
4888,"(Uncredited)"
243430,"Katja Stremmel"
2604,"Craig Browne (I)"
98242,"Alex Bykov"
218129,"Fabien Riffaud"
218129,"Juan Rodriguez"
143075,"Mark Rivera"
271319,"Rüdiger Dorn"
271512,"Tsuyoshi Hashiguchi (はしぐち つよし)"
35572,"Reiner Knizia"
192343,"Grégory Oliver"
189660,"Michael Shinall"
936,"Stephen Hand"
194523,"Bruno Faidutti"
194523,"Eric M. Lang"
156548,"Chris Birkenhagen"
156548,"John Cadice"
156548,"Deke Stella"
286751,"Raphaël Guiton"
286751,"Jean-Baptiste Lullien"
286751,"Nicolas Raoult"
194517,"Jochen Eisenhuth"
65200,"Guillaume Blossier"
65200,"Frédéric Henry"
230342,"Adam Kwapiński"
24396,"Andrew Sheerin"
24396,"Andrew Tompkins"
22877,"Ben Hull"
90870,"Lauge Luchau"
253398,"Reiner Knizia"
8481,"Tom Dalgliesh"
8481,"Jerry Taylor"
3818,"Mikko Koivusalo"
157917,"Krzysztof Wolicki"
5825,"Michael Schacht"
297486,"John Bohrer"
340466,"Tony Fanchi"
340466,"Corey Konieczka"
154443,"Bruno Cathala"
154443,"Ludovic Maublanc"
217398,"Travis R. Chance"
217398,"Jonathan Gilmour"
217398,"Nick Little (I)"
249763,"Scott Almes"
218208,"Alan R. Moon"
119407,"Josep M. Allué"
35248,"Dan Glimne"
35248,"Grzegorz Rejchtman"
25685,"Richard H. Berg"
38026,"Rob Daviau"
1157,"James Ernest"
272409,"Scott Almes"
223278,"Ted Alspach"
278553,"Ted Alspach"
130792,"Inka Brand"
130792,"Markus Brand"
980,"Uwe Rosenberg"
127095,"Andrea Mainini"
392,"James Ernest"
200454,"Dann May"
200454,"Stéphane Vachon"
88827,"Richard Borg"
234621,"Alexander Pfister"
234621,"Dennis Rappel"
542,"Bruno Faidutti"
197572,"James M. Hewitt"
142271,"Andrew Innes"
25584,"Michael Adams"
25584,"Peter Sarrett"
206175,"Johan Benvenuto"
206175,"Nicolas Bourgoin"
45748,"Klaus-Jürgen Wrede"
226519,"Markus Brand"
226519,"Inka Brand"
31552,"Andrea Angiolino"
31552,"Pier Giorgio Paglia"
159492,"Mark Corsey"
241477,"Roman Hladík"
241477,"Petr Mikša"
1751,"(Uncredited)"
148601,"Jaro Andruszkiewicz"
148601,"Waldek Gumienny"
296,"Christwart Conrad"
183896,"Andrew Looney"
73664,"Mandy Henning"
73664,"Melissa Limes"
71655,"Tim Fowers"
302336,"Prospero Hall"
252446,"Sebastian Bleasdale"
252446,"Richard Breese"
252446,"Ian Vincent"
218421,"Adam Sadler"
218421,"Brady Sadler"
2535,"Bruno Faidutti"
25491,"Dirk Henn"
71676,"Andrew Looney"
41302,"Anneliese Farkaschovsky"
427,"Jeff London"
300753,"Grégory Grard"
264198,"(Uncredited)"
2272,"Harry W. First"
76247,"Max Holliday"
211716,"Cole Wehrle"
181797,"Richard Breese"
129293,"Donald X. Vaccarino"
235655,"Günter Burkhardt"
235655,"Lena Burkhardt"
245352,"Vincent Goyat"
18333,"Alison Frane"
18333,"Andrew Looney"
296237,"Scott Almes"
125046,"Alf Seegert"
116858,"Bruno Cathala"
116858,"Ludovic Maublanc"
76417,"Helmut Ohley"
76417,"Leonhard Lonny Orgler"
1376,"Michael Schacht"
5588,"Gale D. Jenkins"
10206,"Jack Lawson"
10206,"Andrew Lawson"
19996,"Kirsten Becker"
19996,"Jens-Peter Schliemann"
1950,"Mary Danby"
235014,"Scott Caputo"
633,"Sylvie Barc"
633,"Frédéric Leygonie"
633,"Juan Rodriguez"
204431,"Ted Alspach"
204431,"Akihisa Okui"
202288,"Reiner Knizia"
192947,"Steffen Bogen"
176565,"Adam E. Daulton"
191982,"Matt Leacock"
22398,"Alan R. Moon"
22398,"Aaron Weissblum"
258451,"Martino Chiacchiera"
258451,"Silvano Sorrentino"
626,"Mark McLaughlin"
117914,"Stefan Dorra"
117914,"Ralf zur Linde"
189848,"Andrew Wolf"
6546,"Sven Bergling"
22889,"Arne Lauwers"
93724,"Wilko Manz"
93724,"Steven Kimball"
27172,"Martin Ebel"
1194,"Thomas M. Divoll"
1194,"John B. Reilly"
180231,"Christoph Toussaint"
56933,"Reiner Knizia"
198138,"Rafał Cywicki"
198138,"Jacek Gołębiowski"
226322,"Vlaada Chvátil"
620,"Mark Herman"
170604,"Richard Wilkins"
191963,"Richard Borg"
137423,"D. Brad Talton Jr."
103660,"T. C. Petty III"
8490,"Renaud Verlaque"
171672,"Simon Havard"
2322,"Werner Schöppner"
284777,"Rob Daviau"
284777,"Justin D. Jacobson"
798,"Doug Kaufman"
798,"Alfred Leonardi"
272380,"Manolis Vranas"
272380,"Jamie Sajdak"
231666,"Friedemann Friese"
13362,"Andy Chambers"
13362,"Pete Haines"
13362,"Jervis Johnson"
13362,"Rick Priestley"
147930,"Łukasz Woźniak"
144325,"Andrew Hackard"
144325,"Steve Jackson (I)"
2533,"Günter Burkhardt"
210900,"Danny Devine"
195503,"Ryan Laukat"
22948,"Steve Jackson (I)"
223,"Wolfgang Kramer"
318983,"Friedemann Friese"
128931,"Dwight Sullivan"
133437,"Justin De Witt"
198190,"Simone Cerruti Sola"
245353,"Arch Stanton"
249746,"Martin Wallace"
3510,"(Uncredited)"
173047,"Curt Covert"
155255,"Phil Eklund"
155255,"Cole Wehrle"
189067,"Vojkan Krstevski"
189067,"Ivana Krstevski"
189067,"Maja Matovska"
189067,"Toni Toshevski"
18946,"Andrew Looney"
2251,"Hal Richman"
123185,"Larry Harris Jr."
941,"Friedemann Friese"
250780,"Francisco Gallego Arredondo"
250780,"Martí Lucas Feliu"
250780,"Josep Izquierdo Sánchez"
13286,"James Ernest"
13286,"Mike Selinker"
29903,"Walter Obert"
38713,"Peter Sarrett"
99120,"Brian David-Marshall"
99120,"Keith Tralins"
99120,"Matthew Wang"
101,"Wolfgang Kramer"
1426,"Peter Neugebauer"
220780,"Matthew Dunstan"
220780,"Brett J. Gilbert"
132428,"Isaac Vega"
194789,"Nick Sibicky"
281946,"Jerry Hawthorne"
10681,"Matthew Kirby"
10681,"Mark Alan Osterhaus"
26696,"(Uncredited)"
17970,"Richard Baker"
17970,"Paul Barclay"
17970,"Aaron Forsythe"
17970,"Devin Low"
17970,"Jonathan Tweet"
268586,"Wolfgang Kramer"
156501,"Phil Eklund"
156501,"Philipp Klarmann"
267370,"Rustan Håkansson"
1860,"Lester Smith"
317457,"Brian Lewis"
317457,"David McGregor"
317457,"Marissa Misura"
147,"James J. St. Laurent"
181260,"Yu-Chen Tseng"
181260,"Eros Lin"
6932,"Hermann Wernhard"
4553,"Marcel-André Casasola Merkle"
191538,"Leo Colovini"
3632,"Reiner Knizia"
22551,"Rob Daviau"
22551,"Dan Sanfilippo"
30932,"Dominique Ehrhard"
30932,"Michel Lalet"
269199,"Ralf zur Linde"
6738,"Stefano Cavanè"
212765,"ゆお (Yuo)"
75212,"Ulrich Blum"
191972,"Matthias Cramer"
307002,"Paul Abrahams"
307002,"Luke Badger"
307002,"Andy Richdale"
3234,"Michael Schacht"
37165,"Alessio Cavatore"
230791,"Pascal Bernard"
199793,"Mikko Punakallio"
288513,"James Emmerson"
3086,"Michael Gray"
253608,"Scott Petersen"
75091,"Andreas Steding"
169416,"Chad Brown"
169416,"Tanis OConnor"
169416,"Paul Peterson"
169416,"Mike Selinker"
169416,"Liz Spain"
169416,"Gaby Weidling"
110524,"Filip Neduk"
307305,"Joshua Van Laningham"
302520,"Scott Brady"
7929,"Skaff Elias"
7929,"Rob Heinsoo"
7929,"Jonathan Tweet"
137397,"Michael Feldkötter"
6819,"(Uncredited)"
145645,"Bruno Cathala"
145645,"Ludovic Maublanc"
143176,"Alex Churchill"
83667,"Martin Wallace"
153737,"Martin Wallace"
228411,"Asger Harding Granerud"
228411,"Daniel Skjold Pedersen"
244330,"Bruno Cathala"
244330,"Ludovic Maublanc"
1986,"William Stephenson"
63740,"Kristian Amundsen Østby"
5749,"Ralph Baer"
5749,"Lenny Cope"
5749,"Howard J. Morrison"
42244,"Emanuele Ornella"
182120,"Bruno Cathala"
182120,"Christian Martinez"
34969,"Grzegorz Rejchtman"
203102,"Josh Derksen"
203102,"Thomas M. Gofton"
203102,"Dan Hoang"
203102,"Aron Murch"
203102,"Cameron Parkinson"
165662,"Bruno Cathala"
247,"Mick Ado"
247,"Alan R. Moon"
281466,"Thomas Vande Ginste"
281466,"Wolf Plancke"
29773,"Reiner Knizia"
41636,"Reiner Knizia"
75789,"Seiji Kanai"
142121,"Hope S. Hwang"
174614,"Andrew Federspiel"
132251,"Richard Garfield"
23679,"Makoto Nakajima"
23679,"Adam Starkweather"
192802,"Katalin Nimmerfroh"
192802,"Dávid Turczi"
192802,"Mihály Vincze"
310873,"Xavier Georges"
176606,"Ignacy Trzewiczek"
240225,"Peter Joustra"
240225,"Corné van Moorsel"
28396,"Yehuda Berlinger"
66193,"Stefan Feld"
160081,"Jake Thornton"
3495,"Skaff Elias"
3495,"Mike Elliott"
3495,"Paul Peterson"
301716,"Mandela Fernandez-Grandon"
157026,"Justin Gary"
3852,"Tom Braunlich"
3852,"Evan Lorentz"
3852,"Bill Martinson"
3852,"Jason Robinette"
3852,"Roland L. Tesh"
231567,"Tim Fowers"
160968,"Aaron Dill"
160968,"John Kovaleski"
160968,"Sean Sweigart"
5795,"Michael Schacht"
171726,"Konstantinos Kokkinis"
171726,"Sotirios Tsantilas"
286,"S. Craig Taylor"
286,"James B. Wood"
19622,"Tetsuya Nakamura"
31503,"Wolfgang Kramer"
169704,"Jonathan Gilmour"
238393,"Michał Oracz"
192,"Horst-Rainer Rösner"
182094,"Emiliano Sciarra"
27532,"Mauricio Vismona"
27532,"Mauricio Miyaji"
27532,"Fabiano Onça"
8790,"Ulrike Catty"
8790,"Paul Catty"
8790,"Hans Führer"
8790,"Maria Führer"
8790,"Ernst Führer"
212281,"Adam Smith (I)"
277597,"Friedemann Friese"
255615,"Fabian Zimmermann"
1621,"Richard Borg"
97357,"Isaias Vallejo"
238546,"Inka Brand"
238546,"Markus Brand"
248900,"Chris Zinsli"
248900,"Suzanne Zinsli"
37231,"Acchittocca"
37231,"Flaminia Brasini"
37231,"Virginio Gigli"
37231,"Stefano Luperto"
37231,"Antonio Tinto"
37589,"Rob Daviau"
37589,"Anthony E. Pratt"
1613,"Marvin Glass"
1613,"Geoffrey Hayes"
247160,"Rob Daviau"
247160,"JR Honeycutt"
247160,"Justin D. Jacobson"
248125,"Matthew Dunstan"
154905,"Ben Rosset"
145633,"John Fiorillo"
145633,"Justin Gary"
191055,"Kirsten Hiese"
109291,"Andrea Angiolino"
109291,"Andrea Mainini"
24565,"Takashi Ishida"
119012,"Thiago Boaventura"
29198,"Rob Heinsoo"
198836,"Chris Castagnetto"
54735,"Michael Rieneck"
20542,"Ken Dunn"
16497,"Michael Schacht"
54361,"Colby Dauch"
54361,"Rob Daviau"
54361,"Chris Dupuis"
54361,"Jerry Hawthorne"
54361,"Peter Lee"
54361,"Craig Van Ness"
62853,"Gavan Brown"
4741,"Mike McVey"
4741,"Brian Snoddy"
4741,"Matt Wilson (I)"
511,"Dori Smith"
511,"Phillip John Smith"
97,"Larry Harris Jr."
368,"Reiner Knizia"
124847,"Perepau Llistosella"
92643,"Michael Kiesling"
92643,"Wolfgang Kramer"
153425,"Klaus Teuber"
162263,"Donald X. Vaccarino"
3870,"Harry Rowland"
150146,"Stephen Glenn"
306881,"Hjalmar Hach"
306881,"Lorenzo Silva"
95,"Doris Matthäus"
95,"Frank Nestel"
177965,"Erik Burigo"
1302,"Boston Logical Society"
1302,"W. W. Swilling"
485,"Heinz Meister"
190639,"Bruno Cathala"
190639,"Matthieu Lanvin"
181494,"Jan Zalewski"
22864,"Jason Schneider"
5767,"Alan R. Moon"
5767,"Aaron Weissblum"
120605,"Ignacy Trzewiczek"
109451,"Jonathan Franklin"
1299,"(Uncredited)"
2578,"Garrett J. Donner"
2578,"Michael S. Steer"
